Id_article;Id_obs;Authors;Title;DOI;Year_of_publication;Experiment_period;Experiment_year;Country;Continent;Study_site;Latitude;Longitude;Geocoordinates;Climate_zone;Soil_type_WRB_USDA;Soil_texture;Soil_pH;Greenhouse;Organic_ferti;Mineral_ferti;Nitrogen_rate;Fert;Herbicide;Insecticide;Fungicide;Pesticide;Irrigation;Intercropping_design;Intercropping_pattern;AF;Additional_factor;Crop_1_Common_Name;Crop_1_Scientific_Name;Crop_1_Variety;Crop_2_Common_Name;Crop_2_Scientific_Name;Crop_2_Variety;Comb_dur;Comb_gf;Comb_Nf;Comb_met;C1_yield_sole;C1_yield_intercrop;C2_yield_sole;C2_yield_intercropped;Yield_total_intercropping_calc;Yield_unit;Yield_measure;Data_location;LER_crop1;LER_crop2;LER_tot;LER_crop_1_calc;LER_crop_2_calc;LER_tot_calc
125;839;Reynafarje, X., Siura, S., Pérez, K.;Mixed cropping of vegetables to improve organic tomato (Solanum lycopersicum L.) production in small farmer systems;10.17660/ActaHortic.2016.1128.45;2016;NA;NA;Peru;Latin America & Caribbean;Vegetable Research Program of La Molina National Agrarian University (UNALM) Lima;-12.080741;-76.95;Exact;BWk;NA;NA;NA;no;yes;yes;121.68;yes;NA;NA;NA;NA;yes;Additive;Row;no;Tomato-green bean;Tomato;Solanum lycopersicum L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c3-c3;34.86;32.99;7.75;1.84;34.83;t/ha;Total yield;Table 6 and Figure 1;0.946;0.237;1.184;0.95;0.24;1.18
125;840;Reynafarje, X., Siura, S., Pérez, K.;Mixed cropping of vegetables to improve organic tomato (Solanum lycopersicum L.) production in small farmer systems;10.17660/ActaHortic.2016.1128.45;2016;NA;NA;Peru;Latin America & Caribbean;Vegetable Research Program of La Molina National Agrarian University (UNALM) Lima;-12.080741;-76.95;Exact;BWk;NA;NA;NA;no;yes;yes;121.68;yes;NA;NA;NA;NA;yes;Additive;Row;no;Tomato-lettuce;Tomato;Solanum lycopersicum L.;NA;Lettuce;Lactuca sativa L.;NA;an-an;no-no;no-no;c3-c3;34.86;35.46;9.96;2.54;38;t/ha;Total yield;Table 6 and Figure 1;1.017;0.255;1.272;1.02;0.26;1.27
127;841;Rezaei-Chiyaneh, Esmaeil and Amani Machiani, Mostafa and Javanmard, Abdollah and Mahdavikia, Hassan and Maggi, Filippo and Morshedloo, Mohammad Reza;Vermicompost Application in Different Intercropping Patterns Improves the Mineral Nutrient Uptake and Essential Oil Compositions of Sweet Basil (Ocimum basilicum L.);10.1007/s42729-020-00373-0;2021;2016-2017;2016-2018;Iran;Middle East & North Africa;Naqadeh, Western Azerbaijan;38.8666667;45.4;Exact;BSk;NA;Silty clay (SIC);7.4;no;yes;no;Unclear;yes;no;no;no;no;yes;Replacement;Row;no;1B:1CB C;Basil;Ocimum basilicum L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c3-c3;427.8;155.5;2351.7;1207.5;1363;g/m² (C1) Kg/ha (C2);Total dry matter (C1) & seed yield (C2);Figure 1, 3 and Table 8;0.51;0.36;0.87;0.36;0.51;0.88
127;842;Rezaei-Chiyaneh, Esmaeil and Amani Machiani, Mostafa and Javanmard, Abdollah and Mahdavikia, Hassan and Maggi, Filippo and Morshedloo, Mohammad Reza;Vermicompost Application in Different Intercropping Patterns Improves the Mineral Nutrient Uptake and Essential Oil Compositions of Sweet Basil (Ocimum basilicum L.);10.1007/s42729-020-00373-0;2021;2016-2017;2016-2018;Iran;Middle East & North Africa;Naqadeh, Western Azerbaijan;38.8666667;45.4;Exact;BSk;NA;Silty clay (SIC);7.4;no;yes;no;Unclear;yes;no;no;no;no;yes;Replacement;Row;no;1B:1CB V;Basil;Ocimum basilicum L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c3-c3;476.7;208.6;2786.2;1494.8;1703.4;g/m² (C1) Kg/ha (C2);Total dry matter (C1) & seed yield (C2);Figure 1, 3 and Table 8;0.53;0.44;0.97;0.44;0.54;0.97
127;843;Rezaei-Chiyaneh, Esmaeil and Amani Machiani, Mostafa and Javanmard, Abdollah and Mahdavikia, Hassan and Maggi, Filippo and Morshedloo, Mohammad Reza;Vermicompost Application in Different Intercropping Patterns Improves the Mineral Nutrient Uptake and Essential Oil Compositions of Sweet Basil (Ocimum basilicum L.);10.1007/s42729-020-00373-0;2021;2016-2017;2016-2018;Iran;Middle East & North Africa;Naqadeh, Western Azerbaijan;38.8666667;45.4;Exact;BSk;NA;Silty clay (SIC);7.4;no;yes;no;Unclear;yes;no;no;no;no;yes;Replacement;Strip;no;2B:2CB C;Basil;Ocimum basilicum L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c3-c3;427.8;216.8;2351.7;1525.2;1742;g/m² (C1) Kg/ha (C2);Total dry matter (C1) & seed yield (C2);Figure 1, 3 and Table 8;0.65;0.51;1.16;0.51;0.65;1.16
127;844;Rezaei-Chiyaneh, Esmaeil and Amani Machiani, Mostafa and Javanmard, Abdollah and Mahdavikia, Hassan and Maggi, Filippo and Morshedloo, Mohammad Reza;Vermicompost Application in Different Intercropping Patterns Improves the Mineral Nutrient Uptake and Essential Oil Compositions of Sweet Basil (Ocimum basilicum L.);10.1007/s42729-020-00373-0;2021;2016-2017;2016-2018;Iran;Middle East & North Africa;Naqadeh, Western Azerbaijan;38.8666667;45.4;Exact;BSk;NA;Silty clay (SIC);7.4;no;yes;no;Unclear;yes;no;no;no;no;yes;Replacement;Strip;no;2B:2CB V;Basil;Ocimum basilicum L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c3-c3;476.7;306.8;2786.2;1984.2;2291;g/m² (C1) Kg/ha (C2);Total dry matter (C1) & seed yield (C2);Figure 1, 3 and Table 8;0.71;0.65;1.36;0.64;0.71;1.36
127;845;Rezaei-Chiyaneh, Esmaeil and Amani Machiani, Mostafa and Javanmard, Abdollah and Mahdavikia, Hassan and Maggi, Filippo and Morshedloo, Mohammad Reza;Vermicompost Application in Different Intercropping Patterns Improves the Mineral Nutrient Uptake and Essential Oil Compositions of Sweet Basil (Ocimum basilicum L.);10.1007/s42729-020-00373-0;2021;2016-2017;2016-2018;Iran;Middle East & North Africa;Naqadeh, Western Azerbaijan;38.8666667;45.4;Exact;BSk;NA;Silty clay (SIC);7.4;no;yes;no;Unclear;yes;no;no;no;no;yes;Replacement;Strip;no;3B:2CB C;Basil;Ocimum basilicum L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c3-c3;427.8;253.3;2351.7;1653.3;1906.6;g/m² (C1) Kg/ha (C2);Total dry matter (C1) & seed yield (C2);Figure 1, 3 and Table 8;0.7;0.6;1.3;0.59;0.7;1.3
127;846;Rezaei-Chiyaneh, Esmaeil and Amani Machiani, Mostafa and Javanmard, Abdollah and Mahdavikia, Hassan and Maggi, Filippo and Morshedloo, Mohammad Reza;Vermicompost Application in Different Intercropping Patterns Improves the Mineral Nutrient Uptake and Essential Oil Compositions of Sweet Basil (Ocimum basilicum L.);10.1007/s42729-020-00373-0;2021;2016-2017;2016-2018;Iran;Middle East & North Africa;Naqadeh, Western Azerbaijan;38.8666667;45.4;Exact;BSk;NA;Silty clay (SIC);7.4;no;yes;no;Unclear;yes;no;no;no;no;yes;Replacement;Strip;no;3B:2CB V;Basil;Ocimum basilicum L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c3-c3;476.7;354.7;2786.2;2153.2;2507.9;g/m² (C1) Kg/ha (C2);Total dry matter (C1) & seed yield (C2);Figure 1, 3 and Table 8;0.77;0.75;1.52;0.74;0.77;1.52
127;847;Rezaei-Chiyaneh, Esmaeil and Amani Machiani, Mostafa and Javanmard, Abdollah and Mahdavikia, Hassan and Maggi, Filippo and Morshedloo, Mohammad Reza;Vermicompost Application in Different Intercropping Patterns Improves the Mineral Nutrient Uptake and Essential Oil Compositions of Sweet Basil (Ocimum basilicum L.);10.1007/s42729-020-00373-0;2021;2016-2017;2016-2018;Iran;Middle East & North Africa;Naqadeh, Western Azerbaijan;38.8666667;45.4;Exact;BSk;NA;Silty clay (SIC);7.4;no;yes;no;Unclear;yes;no;no;no;no;yes;Replacement;Strip;no;4B:2CB C;Basil;Ocimum basilicum L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c3-c3;427.8;261.4;2351.7;1008.3;1269.7;g/m² (C1) Kg/ha (C2);Total dry matter (C1) & seed yield (C2);Figure 1, 3 and Table 8;0.42;0.62;1.04;0.61;0.43;1.04
127;848;Rezaei-Chiyaneh, Esmaeil and Amani Machiani, Mostafa and Javanmard, Abdollah and Mahdavikia, Hassan and Maggi, Filippo and Morshedloo, Mohammad Reza;Vermicompost Application in Different Intercropping Patterns Improves the Mineral Nutrient Uptake and Essential Oil Compositions of Sweet Basil (Ocimum basilicum L.);10.1007/s42729-020-00373-0;2021;2016-2017;2016-2018;Iran;Middle East & North Africa;Naqadeh, Western Azerbaijan;38.8666667;45.4;Exact;BSk;NA;Silty clay (SIC);7.4;no;yes;no;Unclear;yes;no;no;no;no;yes;Replacement;Strip;no;4B:2CB V;Basil;Ocimum basilicum L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c3-c3;476.7;368.9;2786.2;1329.8;1698.7;g/m² (C1) Kg/ha (C2);Total dry matter (C1) & seed yield (C2);Figure 1, 3 and Table 8;0.48;0.72;1.2;0.77;0.48;1.25
128;849;Rezende, GDSP and Ramalho, MA;Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments;10.1017/S0021859600068441;1994;1991;1991;Brazil;Latin America & Caribbean;"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais

de Pesquisa de Milho e Sorgo/Empresa Brasileira

de Pesquisa Agropecuaria (CNPMS/EMBRAPA),

Sete Lagoas, Minas Gerais";-21.2333333;-45;Exact;Cwa;NA;NA;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;Additive;Mixed;no;"""Eriparsa"" Bean cultivar & BR-201 Maize cultivar";Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;5070;8410;4445;7165;15575;kg/ha;Grain yield;Table 3;NA;NA;NA;1.66;1.61;3.27
128;850;Rezende, GDSP and Ramalho, MA;Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments;10.1017/S0021859600068441;1994;1991;1991;Brazil;Latin America & Caribbean;"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais

de Pesquisa de Milho e Sorgo/Empresa Brasileira

de Pesquisa Agropecuaria (CNPMS/EMBRAPA),

Sete Lagoas, Minas Gerais";-21.2333333;-45;Exact;Cwa;NA;NA;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;Additive;Mixed;no;"""Preto 60 dias"" Bean cultivar & BR-201 Maize cultivar";Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;5070;8910;4304;7530;16440;kg/ha;Grain yield;Table 3;NA;NA;NA;1.76;1.75;3.51
128;851;Rezende, GDSP and Ramalho, MA;Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments;10.1017/S0021859600068441;1994;1991;1991;Brazil;Latin America & Caribbean;"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais

de Pesquisa de Milho e Sorgo/Empresa Brasileira

de Pesquisa Agropecuaria (CNPMS/EMBRAPA),

Sete Lagoas, Minas Gerais";-21.2333333;-45;Exact;Cwa;NA;NA;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;Additive;Mixed;no;"""ESAL645"" Bean cultivar & BR-201 Maize cultivar";Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;5070;7326;2684;6826;14152;kg/ha;Grain yield;Table 3;NA;NA;NA;1.44;2.54;3.99
128;852;Rezende, GDSP and Ramalho, MA;Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments;10.1017/S0021859600068441;1994;1991;1991;Brazil;Latin America & Caribbean;"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais

de Pesquisa de Milho e Sorgo/Empresa Brasileira

de Pesquisa Agropecuaria (CNPMS/EMBRAPA),

Sete Lagoas, Minas Gerais";-21.2333333;-45;Exact;Cwa;NA;NA;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;Additive;Mixed;no;"""Ouro"" Bean cultivar & BR-201 Maize cultivar";Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;5070;9512;7335;8365;17877;kg/ha;Grain yield;Table 3;NA;NA;NA;1.88;1.14;3.02
128;853;Rezende, GDSP and Ramalho, MA;Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments;10.1017/S0021859600068441;1994;1991;1991;Brazil;Latin America & Caribbean;"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais

de Pesquisa de Milho e Sorgo/Empresa Brasileira

de Pesquisa Agropecuaria (CNPMS/EMBRAPA),

Sete Lagoas, Minas Gerais";-21.2333333;-45;Exact;Cwa;NA;NA;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;Additive;Mixed;no;"""ESAL567"" Bean cultivar & BR-201 Maize cultivar";Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;5070;8529;6795;7746;16275;kg/ha;Grain yield;Table 3;NA;NA;NA;1.68;1.14;2.82
128;854;Rezende, GDSP and Ramalho, MA;Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments;10.1017/S0021859600068441;1994;1991;1991;Brazil;Latin America & Caribbean;"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais

de Pesquisa de Milho e Sorgo/Empresa Brasileira

de Pesquisa Agropecuaria (CNPMS/EMBRAPA),

Sete Lagoas, Minas Gerais";-21.2333333;-45;Exact;Cwa;NA;NA;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;Additive;Mixed;no;"""ESAL580"" Bean cultivar & BR-201 Maize cultivar";Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;5070;8342;6719;8166;16508;kg/ha;Grain yield;Table 3;NA;NA;NA;1.65;1.22;2.86
128;855;Rezende, GDSP and Ramalho, MA;Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments;10.1017/S0021859600068441;1994;1991;1991;Brazil;Latin America & Caribbean;"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais

de Pesquisa de Milho e Sorgo/Empresa Brasileira

de Pesquisa Agropecuaria (CNPMS/EMBRAPA),

Sete Lagoas, Minas Gerais";-21.2333333;-45;Exact;Cwa;NA;NA;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;Additive;Mixed;no;"""ESAL585"" Bean cultivar & BR-201 Maize cultivar";Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;5070;9355;7965;8370;17725;kg/ha;Grain yield;Table 3;NA;NA;NA;1.85;1.05;2.9
128;856;Rezende, GDSP and Ramalho, MA;Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments;10.1017/S0021859600068441;1994;1991;1991;Brazil;Latin America & Caribbean;"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais

de Pesquisa de Milho e Sorgo/Empresa Brasileira

de Pesquisa Agropecuaria (CNPMS/EMBRAPA),

Sete Lagoas, Minas Gerais";-21.2333333;-45;Exact;Cwa;NA;NA;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;Additive;Mixed;no;"""ESAL589"" Bean cultivar & BR-201 Maize cultivar";Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;5070;8670;6645;7952;16622;kg/ha;Grain yield;Table 3;NA;NA;NA;1.71;1.2;2.91
128;857;Rezende, GDSP and Ramalho, MA;Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments;10.1017/S0021859600068441;1994;1991;1991;Brazil;Latin America & Caribbean;"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais

de Pesquisa de Milho e Sorgo/Empresa Brasileira

de Pesquisa Agropecuaria (CNPMS/EMBRAPA),

Sete Lagoas, Minas Gerais";-21.2333333;-45;Exact;Cwa;NA;NA;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;Additive;Mixed;no;"""ESAL506"" Bean cultivar & BR-201 Maize cultivar";Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;5070;9474;8609;8614;18088;kg/ha;Grain yield;Table 3;NA;NA;NA;1.87;1;2.87
128;858;Rezende, GDSP and Ramalho, MA;Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments;10.1017/S0021859600068441;1994;1991;1991;Brazil;Latin America & Caribbean;"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais

de Pesquisa de Milho e Sorgo/Empresa Brasileira

de Pesquisa Agropecuaria (CNPMS/EMBRAPA),

Sete Lagoas, Minas Gerais";-21.2333333;-45;Exact;Cwa;NA;NA;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;Additive;Mixed;no;"""ESAL572"" Bean cultivar & BR-201 Maize cultivar";Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;5070;7816;5850;7274;15090;kg/ha;Grain yield;Table 3;NA;NA;NA;1.54;1.24;2.79
128;859;Rezende, GDSP and Ramalho, MA;Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments;10.1017/S0021859600068441;1994;1991;1991;Brazil;Latin America & Caribbean;"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais

de Pesquisa de Milho e Sorgo/Empresa Brasileira

de Pesquisa Agropecuaria (CNPMS/EMBRAPA),

Sete Lagoas, Minas Gerais";-21.2333333;-45;Exact;Cwa;NA;NA;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;Additive;Mixed;no;"""Carioca 300V"" Bean cultivar & BR-201 Maize cultivar";Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;5070;9231;9164;8582;17813;kg/ha;Grain yield;Table 3;NA;NA;NA;1.82;0.94;2.76
128;860;Rezende, GDSP and Ramalho, MA;Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments;10.1017/S0021859600068441;1994;1991;1991;Brazil;Latin America & Caribbean;"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais

de Pesquisa de Milho e Sorgo/Empresa Brasileira

de Pesquisa Agropecuaria (CNPMS/EMBRAPA),

Sete Lagoas, Minas Gerais";-21.2333333;-45;Exact;Cwa;NA;NA;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;Additive;Mixed;no;"""Pintado"" Bean cultivar & BR-201 Maize cultivar";Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;5070;7712;5204;7178;14890;kg/ha;Grain yield;Table 3;NA;NA;NA;1.52;1.38;2.9
128;861;Rezende, GDSP and Ramalho, MA;Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments;10.1017/S0021859600068441;1994;1991;1991;Brazil;Latin America & Caribbean;"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais

de Pesquisa de Milho e Sorgo/Empresa Brasileira

de Pesquisa Agropecuaria (CNPMS/EMBRAPA),

Sete Lagoas, Minas Gerais";-21.2333333;-45;Exact;Cwa;NA;NA;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;Additive;Mixed;no;"""FT-84-292"" Bean cultivar & BR-201 Maize cultivar";Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;5070;9160;8039;8666;17826;kg/ha;Grain yield;Table 3;NA;NA;NA;1.81;1.08;2.88
128;862;Rezende, GDSP and Ramalho, MA;Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments;10.1017/S0021859600068441;1994;1991;1991;Brazil;Latin America & Caribbean;"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais

de Pesquisa de Milho e Sorgo/Empresa Brasileira

de Pesquisa Agropecuaria (CNPMS/EMBRAPA),

Sete Lagoas, Minas Gerais";-21.2333333;-45;Exact;Cwa;NA;NA;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;Additive;Mixed;no;"""Rio Vermelho"" Bean cultivar & BR-201 Maize cultivar";Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;5070;8397;5670;7760;16157;kg/ha;Grain yield;Table 3;NA;NA;NA;1.66;1.37;3.02
128;863;Rezende, GDSP and Ramalho, MA;Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments;10.1017/S0021859600068441;1994;1991;1991;Brazil;Latin America & Caribbean;"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais

de Pesquisa de Milho e Sorgo/Empresa Brasileira

de Pesquisa Agropecuaria (CNPMS/EMBRAPA),

Sete Lagoas, Minas Gerais";-21.2333333;-45;Exact;Cwa;NA;NA;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;Additive;Mixed;no;"""ESAL55O"" Bean cultivar & BR-201 Maize cultivar";Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;5070;7869;5985;7279;15148;kg/ha;Grain yield;Table 3;NA;NA;NA;1.55;1.22;2.77
128;864;Rezende, GDSP and Ramalho, MA;Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments;10.1017/S0021859600068441;1994;1991;1991;Brazil;Latin America & Caribbean;"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais

de Pesquisa de Milho e Sorgo/Empresa Brasileira

de Pesquisa Agropecuaria (CNPMS/EMBRAPA),

Sete Lagoas, Minas Gerais";-21.2333333;-45;Exact;Cwa;NA;NA;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;Additive;Mixed;no;"""Milionario"" Bean cultivar & BR-201 Maize cultivar";Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;5070;8084;9254;8202;16286;kg/ha;Grain yield;Table 3;NA;NA;NA;1.59;0.89;2.48
128;865;Rezende, GDSP and Ramalho, MA;Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments;10.1017/S0021859600068441;1994;1991;1991;Brazil;Latin America & Caribbean;"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais

de Pesquisa de Milho e Sorgo/Empresa Brasileira

de Pesquisa Agropecuaria (CNPMS/EMBRAPA),

Sete Lagoas, Minas Gerais";-21.2333333;-45;Exact;Cwa;NA;NA;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;Additive;Mixed;no;"""Eriparsa"" Bean cultivar & ""Cruzeta"" Maize cultivar";Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;4513;5687;4445;7165;12852;kg/ha;Grain yield;Table 3;NA;NA;NA;1.26;1.61;2.87
128;866;Rezende, GDSP and Ramalho, MA;Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments;10.1017/S0021859600068441;1994;1991;1991;Brazil;Latin America & Caribbean;"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais

de Pesquisa de Milho e Sorgo/Empresa Brasileira

de Pesquisa Agropecuaria (CNPMS/EMBRAPA),

Sete Lagoas, Minas Gerais";-21.2333333;-45;Exact;Cwa;NA;NA;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;Additive;Mixed;no;"""Preto 60 dias"" Bean cultivar & ""Cruzeta"" Maize cultivar";Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;4513;5891;4304;7530;13421;kg/ha;Grain yield;Table 3;NA;NA;NA;1.31;1.75;3.05
128;867;Rezende, GDSP and Ramalho, MA;Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments;10.1017/S0021859600068441;1994;1991;1991;Brazil;Latin America & Caribbean;"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais

de Pesquisa de Milho e Sorgo/Empresa Brasileira

de Pesquisa Agropecuaria (CNPMS/EMBRAPA),

