pid,sid,eid,tid,author,year,title,journal,region,studymode,country,site,livestock_production_system,agroecological_zone,n,technology_type,control_trt,improved_forage,improved_legume,improved_grass,food_crop,cropping_system,forage_ctrl_dm1_hv1,forage_trt_dm1_hv1,forage_ctrl_dm1_hv2,forage_trt_dm1_hv2,forage_ctrl_dm1_hv3,forage_trt_dm1_hv3,forage_ctrl_dm1_hv4,forage_trt_dm1_hv4,forage_ctrl_dm1_hv5,forage_trt_dm1_hv5,forage_ctrl_dm1_hv6,forage_trt_dm1_hv6,forage_ctrl_dm1_hv7,forage_trt_dm1_hv7,forage_trt_dm2_hv1,forage_trt_dm2_hv2,forage_trt_dm2_hv3,forage_trt_dm2_hv4,forage_trt_dm2_hv5,forage_trt_dm2_hv6,uom_dm,forage_ctrl_cp_hv1,forage_trt_cp_hv1,forage_ctrl_cp_hv2,forage_trt_cp_hv2,uom_cp,forage_ctrl_n1,forage_trt_n1,forage_ctrl_n2,forage_trt_n2,uom_n_forage,forage_ctrl_me,forage_trt_me,uom_me,livestock_ctrl_milk1,livestock_trt_milk1,uom_milk,soil_ctrl_sl_5_10_s1,soil_trt_sl_5_10_s1,soil_ctrl_sl_10_20_s1,soil_trt_sl_10_20_s1,soil_ctrl_sl_20_30_s1,soil_trt_sl_20_30_s1,soil_ctrl_sl_30_s1,soil_trt_sl_30_s1,soil_ctrl_sl_5_10_s2,soil_trt_sl_5_10_s2,soil_ctrl_sl_10_20_s2,soil_trt_sl_10_20_s2,soil_ctrl_sl_20_30_s2,soil_trt_sl_20_30_s2,soil_ctrl_sl_30_s2,soil_trt_sl_30_s2,soil_ctrl_sl_10_20_s3,soil_trt_sl_10_20_s3,soil_ctrl_sl_10_20_s4,soil_trt_sl_10_20_s4,soil_ctrl_sl_10_20_s5,soil_trt_sl_10_20_s5,soil_ctrl_sl_10_20_s6,soil_trt_sl_10_20_s6,soil_ctrl_sl_10_20_s7,soil_trt_sl_10_20_s7,soil_ctrl_sl_10_20_s8,soil_trt_sl_10_20_s8,soil_ctrl_sl_10_20_s9,soil_trt_sl_10_20_s9,soil_ctrl_sl_10_20_s10,soil_trt_sl_10_20_s10,soil_ctrl_uom_sl,soil_ctrl_runoff_12_25,soil_trt_runoff_12_25,soil_ctrl_runoff_10_20_yr1,soil_trt_runoff_10_20_yr1,soil_ctrl_runoff_30_yr1,soil_trt_runoff_30_yr1,uom_runoff,soil_ctrl_soc,soil_trt_soc,uom_soc,econ_ctrl_rev_s1,econ_trt_rev_s1,econ_ctrl_rev_s2,econ_trt_rev_s2,econ_ctrl_rev_s3,econ_trt_rev_s3,econ_ctrl_rev_s4,econ_trt_rev_s4,uom_rev,econ_ctrl_benefit_s1,econ_trt_benefit_s1,econ_ctrl_benefit_s2,econ_trt_benefit_s2,econ_ctrl_benefit_s3,econ_trt_benefit_s3,econ_ctrl_benefit_s4,econ_trt_benefit_s4,econ_ctrl_bc_ratio1,econ_trt_bc_ratio1,econ_ctrl_bc_ratio2,econ_trt_bc_ratio2,uom_benefit,usd_exchange_rate,food_ctrl_cr1_s1,food_trt_cr1_s1,food_ctrl_cr1__s2,food_trt_cr1_s2,food_ctrl_cr1_s3,food_trt_cr1_s3,food_ctrl_cr1_s4,food_trt_cr1_s4,food_ctrl_cr1_s5,food_trt_cr1_s5,food_ctrl_cr1_s6,food_trt_cr1_s6,food_ctrl_cr1_s7,food_trt_cr1_s7,food_ctrl_cr1_s8,food_trt_cr1_s8,food_ctrl_cr1_s9,food_trt_cr1_s9,food_ctrl_cr1_s10,food_trt_cr1_s10,cr_1,uom_cr1,food_ctrl_cr2_yr1,food_trt_cr2_yr1,food_ctrl_cr2_yr2,food_trt_cr2_yr2,food_ctrl_cr2_yr3,food_trt_cr2_yr3,cr_2,uom_cr2,food_ctrol_stover_yr1,food_trt_stover_yr1,food_ctrl_stover_yr2,food_trt_stover_yr2,food_ctrl_stover_yr3,food_trt_stover_yr3,uom_stover
106,3,1,4,"Mupangwa, W., Nemasasi, H., Muchadeyi, R., Manyawu, G.",2003,Residual effects of forage legumes on subsequent maize yields and soil fertility in smallholder farming sector of Zimbabwe,"In Waddington, S.R (Ed) (2003). Grain legumes and green manures for soil fertility in Southern Africa: Taking Stock of Progress. Proceedings of a conference held 8-11 October 2002 in Vumba, Zimbabwe. Soil Fert Net and CIMMYT, Harare, Zimbabwe. 246 p.",Southern Africa,On-farm trial,Zimbabwe,Gaza Munyanyi Districts,Mixed Rainfed Arid,Tropic - cool / semiarid,3,Improved integration into the cropping system,Sole maize,Herbaceous legume,Mucuna pruriens,,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.4,%,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.83,,,,,,,,,,,,,,,,,,,Maize,t/ha/season,,,,,,,,,,,,,,,
18,1,1,2,"De Groote, H., Vanlauwe, B., Ruto, E., Odhiambo, G., Kanampiu, F., Khan, Z.",2010,Economic analysis of different options in integrated pest and soil fertility management in maize systems of Western Kenya,Agricultural Economics,East Africa,On-farm trial,Kenya,Siaya and Vihiga,Mixed Rainfed Temperate,Tropic - cool / humid,4,Improved integration into the cropping system,Maize monocropping,Herbaceous legume,Desmodium,Pennisetum purpureum,Average of two maize varieties,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,492,200,393,,,,,"TotgrossUSD/ha/season(main,minor)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1,1,2,"Turinawe, A.",2011,Socio-Economic Evaluation of Improved Forage Technologies in Smallholder Dairy Cattle Farming Systems in Uganda,Journal of Agricultural Science,East Africa,On-farm trial,Uganda,Soroti,Other,Tropic - warm / humid,42,Improved integration into the cropping system,Food crops,Herbaceous legume,"Lablab purpureus, Desmodium intortum, Macroptilium, Vigna unguiculata",Pennisetum purpureum intercropped with D. intortium & Chloris gayana i.e. Rhodes grass (intercropped with D. intortium & siratro),Maize & sorghum,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,846.9,l/season(6months)/cow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139597,338743,,,,,,,TotgrossUSH/cow/year,,,,,,,,,,,,,,1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1,1,2,"Hassanali A., Herren, H., Khan, Z., Pickett, J., Woodcock, C.",2008,"Integrated pest management: the push-pull approach for controlling insect pests and weeds of cereals, and its potential for other agricultural systems including animal husbandry",Philosophical Transactions of the The Royal Society Series B,East Africa,On-farm trial,Kenya,"Mbita, Suba, Nyanza",Mixed Rainfed Temperate,Tropic - cool / humid,3,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium,Pennisetum purpureum,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628,1290,,,,,,,TotgrossUSD/ha/yr,254,797,,,,,,,,,,,TotgrossUSD/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2,1,2,"Hassanali A., Herren, H., Khan, Z., Pickett, J., Woodcock, C.",2008,"Integrated pest management: the push-pull approach for controlling insect pests and weeds of cereals, and its potential for other agricultural systems including animal husbandry",Philosophical Transactions of the The Royal Society Series B,East Africa,On-farm trial,Kenya,Bungoma,Other,Tropic - warm / humid,3,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium,Pennisetum purpureum,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,679,,,,,,,TotgrossUSD/ha/yr,79,401,,,,,,,,,,,TotgrossUSD/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,3,1,2,"Hassanali A., Herren, H., Khan, Z., Pickett, J., Woodcock, C.",2008,"Integrated pest management: the push-pull approach for controlling insect pests and weeds of cereals, and its potential for other agricultural systems including animal husbandry",Philosophical Transactions of the The Royal Society Series B,East Africa,On-farm trial,Kenya,Busia,Other,Tropic - warm / humid,3,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium,Pennisetum purpureum,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,867,,,,,,,TotgrossUSD/ha/yr,115,536,,,,,,,,,,,TotgrossUSD/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,4,1,2,"Hassanali A., Herren, H., Khan, Z., Pickett, J., Woodcock, C.",2008,"Integrated pest management: the push-pull approach for controlling insect pests and weeds of cereals, and its potential for other agricultural systems including animal husbandry",Philosophical Transactions of the The Royal Society Series B,East Africa,On-farm trial,Kenya,Kisii,Other,Tropic - warm / humid,3,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium,Pennisetum purpureum,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,862,,,,,,,TotgrossUSD/ha/yr,175,541,,,,,,,,,,,TotgrossUSD/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,5,1,2,"Hassanali A., Herren, H., Khan, Z., Pickett, J., Woodcock, C.",2008,"Integrated pest management: the push-pull approach for controlling insect pests and weeds of cereals, and its potential for other agricultural systems including animal husbandry",Philosophical Transactions of the The Royal Society Series B,East Africa,On-farm trial,Kenya,Vihiga,Mixed Rainfed Humid,Tropic - cool / humid,3,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium,Pennisetum purpureum,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,733,,,,,,,TotgrossUSD/ha/yr,134,487,,,,,,,,,,,TotgrossUSD/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,6,1,2,"Hassanali A., Herren, H., Khan, Z., Pickett, J., Woodcock, C.",2008,"Integrated pest management: the push-pull approach for controlling insect pests and weeds of cereals, and its potential for other agricultural systems including animal husbandry",Philosophical Transactions of the The Royal Society Series B,East Africa,On-farm trial,Kenya,Trans-Nzoia,Other,Tropic - warm / humid,3,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium,Pennisetum purpureum,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,785,,,,,,,TotgrossUSD/ha/yr,92,426,,,,,,,,,,,TotgrossUSD/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1,1,2,"Khan Z., Midega, C. Amudavi, D., Hassanali, A., Pickett, J.",2008,On-farm evaluation of the ‘push–pull’ technology for the control of stemborers and striga weed on maize in western Kenya,Field Crop Research,East Africa,On-farm trial,Kenya,Kuria,Other,Tropic - warm / humid,20,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium uncinatum,Pennisetum purpureum cv. Bana,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,4.6,0.8,2.7,1.6,2.9,1.8,4.2,1.5,3.8,1.1,2.5,1.9,4.3,,,,,,,Maize,t/ha/season,,,,,,,,,,,,,,,
39,2,1,2,"Khan Z., Midega, C. Amudavi, D., Hassanali, A., Pickett, J.",2008,On-farm evaluation of the ‘push–pull’ technology for the control of stemborers and striga weed on maize in western Kenya,Field Crop Research,East Africa,On-farm trial,Kenya,Teso,Other,Tropic - warm / humid,20,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium uncinatum,Pennisetum purpureum cv. Bana,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,5.4,2.4,5,2.1,4.8,1.7,3.2,2.8,4.5,1.2,2.1,2.7,3.8,,,,,,,Maize,t/ha/season,,,,,,,,,,,,,,,
39,3,1,2,"Khan Z., Midega, C. Amudavi, D., Hassanali, A., Pickett, J.",2008,On-farm evaluation of the ‘push–pull’ technology for the control of stemborers and striga weed on maize in western Kenya,Field Crop Research,East Africa,On-farm trial,Kenya,Butere,Mixed Rainfed Humid,Tropic - cool / humid,20,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium uncinatum,Pennisetum purpureum cv. Bana,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,5.6,1.6,4.8,3.1,5.3,2.7,5.6,2.6,4.5,2.8,4.9,2.1,4.6,,,,,,,Maize,t/ha/season,,,,,,,,,,,,,,,
39,4,1,2,"Khan Z., Midega, C. Amudavi, D., Hassanali, A., Pickett, J.",2008,On-farm evaluation of the ‘push–pull’ technology for the control of stemborers and striga weed on maize in western Kenya,Field Crop Research,East Africa,On-farm trial,Kenya,Bondo,Other,Tropic - warm / humid,20,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium uncinatum,Pennisetum purpureum cv. Bana,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,5.4,2.3,3.7,1.9,4.1,2,4.2,2.7,5.6,2,3.4,2.5,5.2,,,,,,,Maize,t/ha/season,,,,,,,,,,,,,,,
39,5,1,2,"Khan Z., Midega, C. Amudavi, D., Hassanali, A., Pickett, J.",2008,On-farm evaluation of the ‘push–pull’ technology for the control of stemborers and striga weed on maize in western Kenya,Field Crop Research,East Africa,On-farm trial,Kenya,"Mbita, Suba, Nyanza",Other,Tropic - warm / humid,20,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium uncinatum,Pennisetum purpureum cv. Bana,,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,3.2,0.5,1.1,1.9,3.7,2.6,4.8,1.6,3.9,2.4,3.6,2.2,4.7,,,,,,,Maize,t/ha/season,,,,,,,,,,,,,,,
39,6,1,2,"Khan Z., Midega, C. Amudavi, D., Hassanali, A., Pickett, J.",2008,On-farm evaluation of the ‘push–pull’ technology for the control of stemborers and striga weed on maize in western Kenya,Field Crop Research,East Africa,On-farm trial,Kenya,Rachuonyo,Mixed Rainfed Temperate,Tropic - cool / humid,20,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium uncinatum,Pennisetum purpureum cv. Bana,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,4.1,3.7,4.7,2.7,4.4,2.1,4.1,1.7,3.6,0.8,3,1.5,4.2,,,,,,,Maize,t/ha/season,,,,,,,,,,,,,,,
39,7,1,2,"Khan Z., Midega, C. Amudavi, D., Hassanali, A., Pickett, J.",2008,On-farm evaluation of the ‘push–pull’ technology for the control of stemborers and striga weed on maize in western Kenya,Field Crop Research,East Africa,On-farm trial,Kenya,Migori,Mixed Rainfed Temperate,Tropic - cool / humid,20,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium uncinatum,Pennisetum purpureum cv. Bana,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,4.6,2.1,2.6,1.6,3,2.3,3.2,2.2,4.3,1.2,2.5,2.2,4.3,,,,,,,Maize,t/ha/season,,,,,,,,,,,,,,,
39,8,1,2,"Khan Z., Midega, C. Amudavi, D., Hassanali, A., Pickett, J.",2008,On-farm evaluation of the ‘push–pull’ technology for the control of stemborers and striga weed on maize in western Kenya,Field Crop Research,East Africa,On-farm trial,Kenya,Homabay,Mixed Rainfed Humid,Tropic - cool / humid,20,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium uncinatum,Pennisetum purpureum cv. Bana,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,4.4,2.2,3.2,2,2.6,3.2,4.3,3.7,4.4,3.3,4.2,3.1,4.5,,,,,,,Maize,t/ha/season,,,,,,,,,,,,,,,
39,9,1,2,"Khan Z., Midega, C. Amudavi, D., Hassanali, A., Pickett, J.",2008,On-farm evaluation of the ‘push–pull’ technology for the control of stemborers and striga weed on maize in western Kenya,Field Crop Research,East Africa,On-farm trial,Kenya,Kisii,Other,Tropic - warm / humid,20,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium uncinatum,Pennisetum purpureum cv. Bana,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,3.2,1.9,3.3,2.3,3.4,1.3,2.3,1.7,2.9,2,4.2,1.8,4.7,,,,,,,Maize,t/ha/season,,,,,,,,,,,,,,,
39,10,1,2,"Khan Z., Midega, C. Amudavi, D., Hassanali, A., Pickett, J.",2008,On-farm evaluation of the ‘push–pull’ technology for the control of stemborers and striga weed on maize in western Kenya,Field Crop Research,East Africa,On-farm trial,Kenya,Siaya,Mixed Rainfed Humid,Tropic - cool / subhumid,20,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium uncinatum,Pennisetum purpureum cv. Bana,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.1,,,3.6,4.6,,,4.1,5.7,,,4.2,5.7,,,,,,,Maize,t/ha/season,,,,,,,,,,,,,,,
39,11,1,2,"Khan Z., Midega, C. Amudavi, D., Hassanali, A., Pickett, J.",2008,On-farm evaluation of the ‘push–pull’ technology for the control of stemborers and striga weed on maize in western Kenya,Field Crop Research,East Africa,On-farm trial,Kenya,Bungoma,Other,Tropic - warm / humid,20,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium uncinatum,Pennisetum purpureum cv. Bana,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.6,2.5,4.6,1.7,4.2,1.4,4.2,0.9,1.5,,,,,,,Maize,t/ha/season,,,,,,,,,,,,,,,
39,12,1,2,"Khan Z., Midega, C. Amudavi, D., Hassanali, A., Pickett, J.",2008,On-farm evaluation of the ‘push–pull’ technology for the control of stemborers and striga weed on maize in western Kenya,Field Crop Research,East Africa,On-farm trial,Kenya,Vihiga,Mixed Rainfed Humid,Tropic - cool / humid,20,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium uncinatum,Pennisetum purpureum cv. Bana,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,1.1,1.9,0.9,3.9,2.3,,,,,,,Maize,t/ha/season,,,,,,,,,,,,,,,
39,13,1,2,"Khan Z., Midega, C. Amudavi, D., Hassanali, A., Pickett, J.",2008,On-farm evaluation of the ‘push–pull’ technology for the control of stemborers and striga weed on maize in western Kenya,Field Crop Research,East Africa,On-farm trial,Kenya,Busia,Other,Tropic - warm / humid,20,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium uncinatum,Pennisetum purpureum cv. Bana,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,2.5,5.8,2.9,5.5,2.8,,,,,,,Maize,t/ha/season,,,,,,,,,,,,,,,
40,1,1,2,"Khan Z., Midega, C., Njuguna, E., Amudavi, D., Wanyama, J., Pickett, J.",2008,Economic performance of the ‘push–pull’ technology for stemborer and Striga control in smallholder farming systems in western Kenya,Crop Protection,East Africa,On-farm trial,Kenya,Trans-Nzoia,Mixed Rainfed Temperate,Tropic - cool / humid,10,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium uncinatum,Pennisetum purpureum cv. Bana,Maize and beans,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.3,1110.7,352.5,928.3,334.7,997.8,314.5,1115.6,TotgrossUSD/ha/yr,75.7,765.9,79.2,588.5,74.4,673,86.4,834.4,,,,,TotgrossUSD/ha/yr,,,,,,3.5,4.5,3.5,4.7,3.7,5.3,3.9,5.5,,,,,,,,,Maize,t/ha/yr,,,,,,,,,,,,,,,
40,2,1,2,"Khan Z., Midega, C., Njuguna, E., Amudavi, D., Wanyama, J., Pickett, J.",2008,Economic performance of the ‘push–pull’ technology for stemborer and Striga control in smallholder farming systems in western Kenya,Crop Protection,East Africa,On-farm trial,Kenya,Suba,Other,Tropic - warm / humid,10,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium uncinatum,Pennisetum purpureum cv. Bana,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2,514.2,146.7,619.6,144.8,687.3,146.7,673.8,TotgrossUSD/ha/yr,-73.4,297.4,-53.3,395.1,-55.7,444.1,-40,438.1,,,,,TotgrossUSD/ha/yr,,,,,,1.1,2.8,1.1,3,1.2,3.3,1.3,3.4,,,,,,,,,Maize,t/ha/yr,,,,,,,,,,,,,,,
40,3,1,2,"Khan Z., Midega, C., Njuguna, E., Amudavi, D., Wanyama, J., Pickett, J.",2008,Economic performance of the ‘push–pull’ technology for stemborer and Striga control in smallholder farming systems in western Kenya,Crop Protection,East Africa,On-farm trial,Kenya,Bungoma,Other,Tropic - warm / humid,10,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium uncinatum,Pennisetum purpureum cv. Bana,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.3,358.9,252.6,468.2,312.3,623.3,368.8,678.7,TotgrossUSD/ha/yr,55.9,91.3,41.5,227.7,99.5,375.2,129.5,436.5,,,,,TotgrossUSD/ha/yr,,,,,,3,4,3.2,4.2,3.1,4.6,3.1,4.5,,,,,,,,,Maize,t/ha/yr,,,,,,,,,,,,,,,
40,4,1,2,"Khan Z., Midega, C., Njuguna, E., Amudavi, D., Wanyama, J., Pickett, J.",2008,Economic performance of the ‘push–pull’ technology for stemborer and Striga control in smallholder farming systems in western Kenya,Crop Protection,East Africa,On-farm trial,Kenya,Busia,Other,Tropic - warm / humid,10,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium uncinatum,Pennisetum purpureum cv. Bana,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.5,351.9,133,573.3,130.8,626.7,124.7,665.8,TotgrossUSD/ha/yr,-113.4,46.5,-93.9,331.3,-84.6,389,-81.9,434.6,,,,,TotgrossUSD/ha/yr,,,,,,2.6,4.2,3,5.3,3,6.3,3.6,5.4,,,,,,,,,Maize,t/ha/yr,,,,,,,,,,,,,,,
40,5,1,2,"Khan Z., Midega, C., Njuguna, E., Amudavi, D., Wanyama, J., Pickett, J.",2008,Economic performance of the ‘push–pull’ technology for stemborer and Striga control in smallholder farming systems in western Kenya,Crop Protection,East Africa,On-farm trial,Kenya,Kisii,Mixed Rainfed Humid,Tropic - cool / humid,10,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium uncinatum,Pennisetum purpureum cv. Bana,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.8,470.2,305.2,810.8,318.1,944.4,321.2,1084.5,TotgrossUSD/ha/yr,66.5,234.2,121.4,610.4,132.5,739.6,130.3,880.2,,,,,TotgrossUSD/ha/yr,,,,,,1,2.4,1.1,3.3,1.1,3.6,1.1,4.1,,,,,,,,,Maize,t/ha/yr,,,,,,,,,,,,,,,
40,6,1,2,"Khan Z., Midega, C., Njuguna, E., Amudavi, D., Wanyama, J., Pickett, J.",2008,Economic performance of the ‘push–pull’ technology for stemborer and Striga control in smallholder farming systems in western Kenya,Crop Protection,East Africa,On-farm trial,Kenya,Vihiga,Other,Tropic - warm / humid,10,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium uncinatum,Pennisetum purpureum cv. Bana,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.3,704.7,387.9,878.1,359.8,1007.6,339.9,1029.8,TotgrossUSD/ha/yr,75.8,383.3,156.1,632.2,140.9,759.9,131.7,787.3,,,,,TotgrossUSD/ha/yr,,,,,,2.7,5,3.1,5.3,2.6,5.4,2.7,5.1,,,,,,,,,Maize,t/ha/yr,,,,,,,,,,,,,,,
