 "code" , "broader" , "label_en" , "label_ar" , "label_zh" , "label_es" , "label_fr" , "label_ru" , "alternative_label" , "definition" , "note" , "concept" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "072.1" , "072." , "Wood particle board" ,   ,   ,   ,   ,   ,   , "Particle board manufactured from particles of wood." ,   , "https://stats.fao.org/classifications/FPCD/v2022/072.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "072.11" , "072.1" , "Wood particle board, waferboard" ,   ,   ,   ,   ,   ,   , "Special type of platen pressed particle board, made up of long particles ("wafers"), which are less than twice as long as they are wide and thereby improving the strength characteristics of the board." ,   , "https://stats.fao.org/classifications/FPCD/v2022/072.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "072.12" , "072.1" , "Wood particle board, medium density particle board" ,   ,   ,   ,   ,   ,   , "Medium density particle board (MDP) panel is composed of a synthetic adhesive matrix and a reinforcing phase composed of wood particles (usually Eucalyptus). The wood particles are arranged in three layers. The particles are positioned in a differentiated manner, the largest are laid in the middle and the thinner particles are placed on the outer surfaces, creating three layers. They are glued and compressed with a synthetic resin by applying pressure and heat at the same time in a state-of-the-art continuous press." ,   , "https://stats.fao.org/classifications/FPCD/v2022/072.12" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "072.13" , "072.1" , "Wood particle board, extruded particle board" ,   ,   ,   ,   ,   ,   , "Particle boards made by extrusion the mixture of wood particles and resin through a die. The particles lie with their larger dimensions mainly at right angles to the direction of extrusion.  

They are used as cores or middle layers." ,   , "https://stats.fao.org/classifications/FPCD/v2022/072.13" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "072.19" , "072.1" , "Other wood particle board n.e.c." ,   ,   ,   ,   ,   ,   , "Other wood particle board n.e.c. not mentioned under 072.11, 072.12, 072.13" ,   , "https://stats.fao.org/classifications/FPCD/v2022/072.19" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "072.9" , "072." , "Particle board of ligno-cellulosic material other than wood (flax, bagasse, bamboo)" ,   ,   ,   ,   ,   ,   , "Particle board of bagasse, flax, hemp, straw or other non-wood ligno­cellulosic materials." ,   , "https://stats.fao.org/classifications/FPCD/v2022/072.9" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "073." , "07" , "Oriented strand board (OSB)" ,   ,   ,   ,   ,   ,   , "A structural board in which layers of narrow wafers are layered alternately at right angles in order to give the board greater elastomechanical properties. The wafers, which resemble small pieces of veneer, are coated with e.g. waterproof phenolic resin glue, interleaved together in mats and then bonded together under heat and pressure. The resulting product is a solid, uniform building panel having high strength and water resistance." ,   , "https://stats.fao.org/classifications/FPCD/v2022/073." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "073.1" , "073." , "General purpose OSB and OSB for interior fitments" ,   ,   ,   ,   ,   ,   , "OSB used only in dry conditions, mainly for interior fitments (including furniture), grade OSB/1." ,   , "https://stats.fao.org/classifications/FPCD/v2022/073.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "073.11" , "073.1" , "General purpose OSB and OSB for interior fitments, used in dry conditions" ,   ,   ,   ,   ,   ,   , "OSB used only in dry conditions, mainly for interior fitments (including furniture), grade OSB/1." ,   , "https://stats.fao.org/classifications/FPCD/v2022/073.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "073.19" , "073.1" , "Other general purpose OSB and OSB for interior fitments" ,   ,   ,   ,   ,   ,   , "OSB used only in dry conditions, mainly for interior fitments (including furniture), grade OSB/1." ,   , "https://stats.fao.org/classifications/FPCD/v2022/073.19" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "073.2" , "073." , "Load-bearing OSB" ,   ,   ,   ,   ,   ,   , "Load-bearing OSB used in dry (grade OSB/2) or humid (grade OSB/3) conditions." ,   , "https://stats.fao.org/classifications/FPCD/v2022/073.2" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "073.21" , "073.2" , "Load-bearing OSB, used in dry conditions" ,   ,   ,   ,   ,   ,   , "Load-bearing OSB used in dry (grade OSB/2) or humid (grade OSB/3) conditions." ,   , "https://stats.fao.org/classifications/FPCD/v2022/073.21" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "073.29" , "073.2" , "Other load-bearing OSB" ,   ,   ,   ,   ,   ,   , "Load-bearing OSB used in dry (grade OSB/2) or humid (grade OSB/3) conditions." ,   , "https://stats.fao.org/classifications/FPCD/v2022/073.29" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "073.3" , "073." , "Heavy-duty load-bearing OSB" ,   ,   ,   ,   ,   ,   , "Heavy-duty load-bearing boards used in humid conditions (grade OSB/4)." ,   , "https://stats.fao.org/classifications/FPCD/v2022/073.3" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "073.31" , "073.3" , "Heavy-duty load-bearing OSB, used in humid conditions" ,   ,   ,   ,   ,   ,   , "Heavy-duty load-bearing boards used in humid conditions (grade OSB/4)." ,   , "https://stats.fao.org/classifications/FPCD/v2022/073.31" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "073.39" , "073.3" , "Other heavy-duty load-bearing OSB" ,   ,   ,   ,   ,   ,   , "Heavy-duty load-bearing boards used in humid conditions (grade OSB/4)." ,   , "https://stats.fao.org/classifications/FPCD/v2022/073.39" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "073.9" , "073." , "Other oriented strandboard n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/073.9" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "074." , "07" , "Fibreboard" ,   ,   ,   ,   ,   ,   , "A panel manufactured from fibres of wood or other ligno-cellulosic materials (bamboo, bagasse) with the primary bond deriving from the felting of the fibres and their inherent adhesive properties. Additional resins or other organic bonding substances may be used to agglomerate the fibres. Fibreboard may consist of a single sheet or of several sheets bonded together. 

It includes fibreboard panels that are flat-pressed and moulded fibreboard products." ,   , "https://stats.fao.org/classifications/FPCD/v2022/074." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "074.1" , "074." , "Dry process fibreboard" ,   ,   ,   ,   ,   ,   , "Dry process fibreboards are engineered woodbased panel materials made by bonding together wood fibres with a synthetic resin adhesive. The resinated fibres are dried and then formed into a mattress ready for pressing. The mattress is pressed between heated polished press plates to the desired thickness. 

Dry process fibreboards have a fibre moisture content of less than 20 % at the forming stage." ,   , "https://stats.fao.org/classifications/FPCD/v2022/074.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "074.11" , "074.1" , "Dry process fibreboard of a density not exceeding 0.5 g/cm³" ,   ,   ,   ,   ,   ,   , "Low density fibreboard is a wood-fibre insulation board produced in the dry process." ,   , "https://stats.fao.org/classifications/FPCD/v2022/074.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "074.12" , "074.1" , "Dry process fibreboard of a density exceeding 0.5 g/cm³ but not exceeding 0.8 g/cm³" ,   ,   ,   ,   ,   ,   , "It is a medium density fibreboard (MDF) of a density ranges from 0.5 g/cm³ to 0.8 g/cm³.  Additional thermosetting resins are added to the dried wood fibres in order to assist the bonding process in the press. It can be used in many different applications such as furniture, interior decoration and in building." ,   , "https://stats.fao.org/classifications/FPCD/v2022/074.12" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "074.121" , "074.12" , "Dry process fibreboard of a density exceeding 0.5 g/cm³ but not exceeding 0.8 g/cm³ , of a thickness not exceeding 5 mm" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/074.121" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "074.122" , "074.12" , "Dry process fibreboard of a density exceeding 0.5 g/cm³ but not exceeding 0.8 g/cm³ , of a thickness exceeding 5 mm but not exceeding 9 mm" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/074.122" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "074.123" , "074.12" , "Dry process fibreboard of a density exceeding 0.5 g/cm³ but not exceeding 0.8 g/cm³ , of a thickness exceeding 9 mm" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/074.123" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "074.13" , "074.1" , "Dry process fibreboard of a density exceeding 0.8 g/cm³" ,   ,   ,   ,   ,   ,   , "It is a high-density fibreboard (HDF) of a density exceeding 0.8 g/cm³ produced in the dry process" ,   , "https://stats.fao.org/classifications/FPCD/v2022/074.13" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "074.131" , "074.13" , "Dry process fibreboard of a density exceeding 0.8 g/cm³, of a thickness not exceeding 5 mm" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/074.131" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "074.132" , "074.13" , "Dry process fibreboard of a density exceeding 0.8 g/cm³, of a thickness exceeding 5 mm but not exceeding 9 mm" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/074.132" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "074.133" , "074.13" , "Dry process fibreboard of a density exceeding 0.8 g/cm³, of a thickness exceeding 9 mm" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/074.133" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "074.2" , "074." , "Wet process fibreboard" ,   ,   ,   ,   ,   ,   , "The wet fibres are formed into a mat which is either rolled (softboards), or rolled and then pressed, at a high temperature to the desired thickness. The primary bond is generally derived from the felting together of the fibres and their inherent adhesive properties, although in some instances a synthetic adhesive may be added to the fibres. Other additives such as wax, bitumen emulsion, natural oil or fire retardant chemicals may also be added. 

Wet process fibreboards have a fibre moisture content of more than 20 % at the forming stage." ,   , "https://stats.fao.org/classifications/FPCD/v2022/074.2" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "074.21" , "074.2" , "Wet process fibreboard, of a density not exceeding 0.5 g/cm³" ,   ,   ,   ,   ,   ,   , "It is a wet-process fibreboard of a density not exceeding 0.5 g/cm3. These boards are used mainly for thermal or sound insulation in building." ,   , "https://stats.fao.org/classifications/FPCD/v2022/074.21" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "074.22" , "074.2" , "Wet process fibreboard, of a density exceeding 0.5 g/cm³ but not exceeding 0.8 g/cm³" ,   ,   ,   ,   ,   ,   , "It is a wet-process fibreboard of a density exceeding 0.5 g/cm3 but not exceeding 0.8 g/cm³. It is mainly used in furniture production and for interior or exterior walls." ,   , "https://stats.fao.org/classifications/FPCD/v2022/074.22" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "074.23" , "074.2" , "Wet process fibreboard, of a density exceeding 0.8 g/cm³" ,   ,   ,   ,   ,   ,   , "This type of fibreboard has one smooth and one rough surface with a mesh pattern. It is mainly used for furniture, in the automotive industries, for door skins and for packaging. 

It excludes similar products made from pieces of wood, wood flour or other ligno-cellulosic material where additional binders are required to make the panel; and panels made of gypsum or other mineral material." ,   , "https://stats.fao.org/classifications/FPCD/v2022/074.23" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "075." , "07" , "Densified wood" ,   ,   ,   ,   ,   ,   , "Densified wood has been chemically or physically treated to increase its density or hardness and improve its mechanical strength or resistance to chemical or electrical agencies. It may be solid or consist of several layers bonded together and have a density as great as 1.4 g/cm3.  

It is generally used in the manufacture of gears, shuttles, bearings and other machine parts, propellers, insulators and other electric goods, etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/075." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "076." , "07" , "Combination board" ,   ,   ,   ,   ,   ,   , "Boards which have special properties as a result of the combination of two or more wood-based panels. The latter may be identifiable in their own right under other items of the classification, but under the present item they form an integral part of the panel.  

It excludes panels covered with veneers that are classified as plywood." ,   , "https://stats.fao.org/classifications/FPCD/v2022/076." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "076.1" , "076." , "Particle board covered on one or both faces with fibreboard" ,   ,   ,   ,   ,   ,   , "Laminated panels consisting of particle board covered on one or both faces with fibreboard." ,   , "https://stats.fao.org/classifications/FPCD/v2022/076.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "076.2" , "076." , "Several particle boards whether or not covered on one or both faces with fibreboard" ,   ,   ,   ,   ,   ,   , "Laminated panels consisting of several particle boards whether or not covered on one or both faces with fibreboard." ,   , "https://stats.fao.org/classifications/FPCD/v2022/076.2" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "076.3" , "076." , "Several particle boards and several fibreboards assembled in any order" ,   ,   ,   ,   ,   ,   , "Laminated panels consisting of several particle boards and several fibreboards assembled in any order." ,   , "https://stats.fao.org/classifications/FPCD/v2022/076.3" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "076.9" , "076." , "Other combination boards n.e.c." ,   ,   ,   ,   ,   ,   , "Combination boards other than those included in the groups 0761, 0762, 0763." ,   , "https://stats.fao.org/classifications/FPCD/v2022/076.9" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "077." , "07" , "Other panels based on wood or other ligno-cellulosic materials" ,   ,   ,   ,   ,   ,   , "This heading includes notably cement bonded panels, other mineral bonded panels and thermoplastic bonded panels." ,   , "https://stats.fao.org/classifications/FPCD/v2022/077." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "077.1" , "077." , "Cement bonded panels" ,   ,   ,   ,   ,   ,   , "Panels manufactured from wood wool, chips, particles, flakes, etc. of wood or other ligno-cellulosic material bonded together with cement and chemical additives. Wood constitutes the major part of the panel, by volume." ,   , "https://stats.fao.org/classifications/FPCD/v2022/077.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "077.11" , "077.1" , "Cement bonded panels, cement bonded particle board" ,   ,   ,   ,   ,   ,   , "The panel is a mixture of wood particles and Portland cement together with some additives. The mat is formed in three layers, the outer layers comprising small chips. Unlike normal particleboard production in a multi-daylight press, the set of cauls in cement bonded particle boards production must be kept under pressure until the cement has set." ,   , "https://stats.fao.org/classifications/FPCD/v2022/077.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "077.12" , "077.1" , "Cement bonded panels, cement bonded wood wool board" ,   ,   ,   ,   ,   ,   , "The panel is made of wood wool and Portland cement with addition of natural mineralizing agent. Wood strands are first impregnated, and then by pressing they are bonded with cement in the continuous technological process. In this process wood strands become resistant to expanding, insects, rotting, water absorption, and fire resistance is also significantly improved." ,   , "https://stats.fao.org/classifications/FPCD/v2022/077.12" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "077.13" , "077.1" , "Cement bonded panels, wood strand cement board (cement OSB)" ,   ,   ,   ,   ,   ,   , "Panels composed of long and thin wood strands bonded with Portland cement." ,   , "https://stats.fao.org/classifications/FPCD/v2022/077.13" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "077.14" , "077.1" , "Cement bonded panels, fibre-reinforced cement board" ,   ,   ,   ,   ,   ,   , "There is a combination of cement and reinforcing fibers. These fibers can be of different origin (cellulose fibres, glass fibres, … )" ,   , "https://stats.fao.org/classifications/FPCD/v2022/077.14" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "077.19" , "077.1" , "Other cement bonded panels" ,   ,   ,   ,   ,   ,   , "Includes notably wood-cement blocks wherein the wood particles are of varying type." ,   , "https://stats.fao.org/classifications/FPCD/v2022/077.19" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "077.2" , "077." , "Mineral bonded panels, other than cement bonded" ,   ,   ,   ,   ,   ,   , "Panels manufactured from chips particles, flakes etc. of wood or other ligno-cellulosic materials, bonded together with mineral binders other than cement, and chemical additives (e.g. gypsum board)." ,   , "https://stats.fao.org/classifications/FPCD/v2022/077.2" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "077.21" , "077.2" , "Mineral bonded panels, other than cement bonded, gypsum fibreboard" ,   ,   ,   ,   ,   ,   , "Panels manufactured from gypsum and cellulose or recycled paper fibres. These two natural raw materials are mixed with water, without any other binders being added. The mixture is then pressed into stable boards under high pressure, dried, coated with a water repellent." ,   , "https://stats.fao.org/classifications/FPCD/v2022/077.21" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "077.22" , "077.2" , "Mineral bonded panels, other than cement bonded, gypsum particle board" ,   ,   ,   ,   ,   ,   , "Panels manufactured from gypsum and particles of wood, bagasse, straw or other ligno-cellulosic materials." ,   , "https://stats.fao.org/classifications/FPCD/v2022/077.22" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "077.29" , "077.2" , "Other mineral bonded panels, other than cement bonded" ,   ,   ,   ,   ,   ,   , "Other mineral bonded panels, other than cement bonded" ,   , "https://stats.fao.org/classifications/FPCD/v2022/077.29" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "077.3" , "077." , "Thermoplastic bonded panels" ,   ,   ,   ,   ,   ,   , "Panels manufactured from particles of wood, bagasse, straw or other ligno-cellulosic materials bonded with thermoplastic (PE, PP, PVC etc.)" ,   , "https://stats.fao.org/classifications/FPCD/v2022/077.3" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "077.31" , "077.3" , "Thermoplastic bonded panels, wood-plastic composite" ,   ,   ,   ,   ,   ,   , "Wood-plastic composite are composite materials made of wood fibre or wood flour and thermoplastic. They are produced by thoroughly mixing ground wood particles and heated thermoplastic resin. The most common method of production is to extrude the material into the desired shape." ,   , "https://stats.fao.org/classifications/FPCD/v2022/077.31" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "077.39" , "077.3" , "Other thermoplastic bonded panels" ,   ,   ,   ,   ,   ,   , "These composite contain no cellulose-based fibre fillers such as pulp fibres, peanut hulls, bamboo, straw, digestate, etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/077.39" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "077.9" , "077." , "Other panels n.e.c." ,   ,   ,   ,   ,   ,   , "Includes any panels not covered by definitions of the groups 077.1, 077.2, 077.3" ,   , "https://stats.fao.org/classifications/FPCD/v2022/077.9" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "08" ,   , "WOOD PULP" ,   ,   ,   ,   ,   ,   , "Fibrous material prepared from pulpwood, wood chips, particles or residues by mechanical and/or chemical process for further manufacture into paper, paperboard, fibreboard or other cellulose products." ,   , "https://stats.fao.org/classifications/FPCD/v2022/08" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081." , "08" , "Mechanical wood pulp" ,   ,   ,   ,   ,   ,   , "Wood pulp obtained by grinding or milling pulpwood or residues into fibres, or through refining chips or particles. It may be bleached or unbleached.  

It includes stone groundwood, pressurised stone groundwood, refiner mechanical pulp and thermo-mechanical pulp,  

It excludes exploded and defibrillated pulp" ,   , "https://stats.fao.org/classifications/FPCD/v2022/081." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.1" , "081." , "Stone groundwood" ,   ,   ,   ,   ,   ,   , "It is produced from roundwood or blocks in stone grinders at atmospheric pressure." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.11" , "081.1" , "Stone groundwood, unbleached" ,   ,   ,   ,   ,   ,   , "Pulp not treated with chemicals to increase its brightness." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.111" , "081.11" , "Stone groundwood, unbleached, coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.111" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.119" , "081.11" , "Other unbleached stone groundwood" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.119" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.12" , "081.1" , "Stone groundwood, bleached" ,   ,   ,   ,   ,   ,   , "Pulp treated with chemicals to increase its brightness." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.12" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.121" , "081.12" , "Stone groundwood, bleached, coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.121" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.129" , "081.12" , "Other bleached stone groundwood" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.129" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.2" , "081." , "Pressurised stone groundwood" ,   ,   ,   ,   ,   ,   , "It is produced from roundwood or blocks in pressurised stone grinders." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.2" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.21" , "081.2" , "Pressurised stone groundwood, unbleached" ,   ,   ,   ,   ,   ,   , "Pulp not treated with chemicals to increase its brightness." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.21" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.211" , "081.21" , "Pressurised stone groundwood, unbleached, coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.211" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.219" , "081.21" , "Other unbleached pressurised stone groundwood" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.219" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.22" , "081.2" , "Pressurised stone groundwood, bleached" ,   ,   ,   ,   ,   ,   , "Pulp treated with chemicals to increase its brightness." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.22" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.221" , "081.22" , "Pressurised stone groundwood, bleached, coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.221" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.229" , "081.22" , "Other bleached pressurised stone groundwood" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.229" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.3" , "081." , "Refiner mechanical pulp" ,   ,   ,   ,   ,   ,   , "It is produced from wood chips or wafers in refiners discharging at atmospheric pressure." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.3" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.31" , "081.3" , "Refiner mechanical pulp, unbleached" ,   ,   ,   ,   ,   ,   , "Pulp not treated with chemicals to increase its brightness." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.31" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.311" , "081.31" , "Refiner mechanical pulp, unbleached, coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.311" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.319" , "081.31" , "Other unbleached refiner mechanical pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.319" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.32" , "081.3" , "Refiner mechanical pulp, bleached" ,   ,   ,   ,   ,   ,   , "Pulp treated with chemicals to increase its brightness." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.32" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.321" , "081.32" , "Refiner mechanical pulp, bleached, coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.321" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.329" , "081.32" , "Other bleached refiner mechanical pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.329" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.4" , "081." , "Thermo-mechanical pulp" ,   ,   ,   ,   ,   ,   , "It is produced from wood chips or wafers in refiners discharging after high-pressure steaming of the wood." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.4" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.41" , "081.4" , "Thermo-mechanical pulp, unbleached" ,   ,   ,   ,   ,   ,   , "Pulp not treated with chemicals to increase its brightness." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.41" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.411" , "081.41" , "Thermo-mechanical pulp, unbleached, coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.411" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.419" , "081.41" , "Other unbleached thermo-mechanical pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.419" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.42" , "081.4" , "Thermo-mechanical pulp, bleached" ,   ,   ,   ,   ,   ,   , "Pulp treated with chemicals to increase its brightness." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.42" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.421" , "081.42" , "Thermo-mechanical pulp, bleached, coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.421" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "081.429" , "081.42" , "Other bleached thermo-mechanical pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/081.429" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
