 "code" , "broader" , "label_en" , "label_ar" , "label_zh" , "label_es" , "label_fr" , "label_ru" , "alternative_label" , "definition" , "note" , "concept" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "082." , "08" , "Semi-chemical wood pulp" ,   ,   ,   ,   ,   ,   , "Wood pulp obtained by subjecting pulpwood, wood chips, particles or residues to a series of mechanical and chemical treatments, none of which alone is sufficient to make the fibres separate readily. It may be bleached or unbleached." ,   , "https://stats.fao.org/classifications/FPCD/v2022/082." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "082.1" , "082." , "Semi-chemical pulp" ,   ,   ,   ,   ,   ,   , "Semi-chemical pulp is produced in a two-part process in which the wood, is first chemically softened in digesters and then mechanically refined. It is used mainly for medium-quality papers." ,   , "https://stats.fao.org/classifications/FPCD/v2022/082.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "082.11" , "082.1" , "Semi-chemical pulp, unbleached" ,   ,   ,   ,   ,   ,   , "Pulp not treated with chemicals to increase its brightness." ,   , "https://stats.fao.org/classifications/FPCD/v2022/082.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "082.111" , "082.11" , "Semi-chemical pulp, unbleached, coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/082.111" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "082.119" , "082.11" , "Other unbleached semi-chemical pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/082.119" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "082.12" , "082.1" , "Semi-chemical pulp, bleached" ,   ,   ,   ,   ,   ,   , "Pulp treated with chemicals to increase its brightness." ,   , "https://stats.fao.org/classifications/FPCD/v2022/082.12" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "082.121" , "082.12" , "Semi-chemical pulp, bleached, coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/082.121" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "082.129" , "082.12" , "Other bleached semi-chemical pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/082.129" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "082.2" , "082." , "Chemi-mechanical pulp" ,   ,   ,   ,   ,   ,   , "Chemi-mechanical pulp is produced in refiners from wood in chips, shavings, sawdust, etc. The wood is reduced to a fibrous state by the abrasive action. Small amounts of chemicals are introduced as a pre-treatment or during refining in order to facilitate fibre separation." ,   , "https://stats.fao.org/classifications/FPCD/v2022/082.2" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "082.21" , "082.2" , "Chemi-mechanical pulp, unbleached" ,   ,   ,   ,   ,   ,   , "Pulp not treated with chemicals to increase its brightness." ,   , "https://stats.fao.org/classifications/FPCD/v2022/082.21" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "082.211" , "082.21" , "Chemi-mechanical pulp, unbleached, coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/082.211" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "082.219" , "082.21" , "Other unbleached chemi-mechanical pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/082.219" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "082.22" , "082.2" , "Chemi-mechanical pulp, bleached" ,   ,   ,   ,   ,   ,   , "Pulp treated with chemicals to increase its brightness." ,   , "https://stats.fao.org/classifications/FPCD/v2022/082.22" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "082.221" , "082.22" , "Chemi-mechanical pulp, bleached, coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/082.221" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "082.229" , "082.22" , "Other bleached chemi-mechanical pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/082.229" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "083." , "08" , "Chemical wood pulp" ,   ,   ,   ,   ,   ,   , "Wood pulp obtained by subjecting pulpwood, wood chips, particles or residues to a series of chemical treatments.  It may be bleached, semi-bleached or unbleached.  

It excludes dissolving grades of wood pulp." ,   , "https://stats.fao.org/classifications/FPCD/v2022/083." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "083.1" , "083." , "Soda or sulphate chemical wood pulp" ,   ,   ,   ,   ,   ,   , "Wood pulp obtained by mechanically reducing pulpwood, wood chips, particles or residues to small pieces that are subsequently cooked in a pressure vessel in the presence of sodium hydroxide cooking liquor (soda pulp) or a mixture of sodium hydroxide and sodium sulphite cooking liquor (sulphate pulp). 

It is used in the manufacture of absorbent products as well as for papers and paperboards requiring high tearing resistance and tensile and bursting strength." ,   , "https://stats.fao.org/classifications/FPCD/v2022/083.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "083.11" , "083.1" , "Soda or sulphate chemical wood pulp, unbleached" ,   ,   ,   ,   ,   ,   , "Pulp not treated with chemicals to increase its brightness." ,   , "https://stats.fao.org/classifications/FPCD/v2022/083.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "083.111" , "083.11" , "Soda or sulphate chemical wood pulp, unbleached, coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/083.111" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "083.119" , "083.11" , "Other unbleached soda or sulphate chemical wood pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/083.119" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "083.12" , "083.1" , "Soda or sulphate chemical wood pulp, bleached or semi-bleached" ,   ,   ,   ,   ,   ,   , "Pulp treated with chemicals to increase its brightness." ,   , "https://stats.fao.org/classifications/FPCD/v2022/083.12" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "083.121" , "083.12" , "Soda or sulphate chemical wood pulp, bleached or semi-bleached, coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/083.121" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "083.129" , "083.12" , "Other bleached or semi-bleached soda or sulphate chemical wood pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/083.129" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "083.2" , "083." , "Sulphite chemical wood pulp" ,   ,   ,   ,   ,   ,   , "Wood pulp obtained by mechanically reducing pulpwood, wood chips, particles or residues to small pieces that are subsequently cooked in a pressure vessel in the presence of a bisulphite cooking liquor. Bisulphites such as ammonium, calcium, magnesium and sodium are commonly used in this process. The process is used extensively for the treatment of spruce fibre. 

It is used alone or mixed with other pulps, for various writing or printing papers, etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/083.2" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "083.21" , "083.2" , "Sulphite chemical wood pulp, unbleached" ,   ,   ,   ,   ,   ,   , "Pulp not treated with chemicals to increase its brightness." ,   , "https://stats.fao.org/classifications/FPCD/v2022/083.21" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "083.211" , "083.21" , "Sulphite chemical wood pulp, unbleached, coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/083.211" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "083.219" , "083.21" , "Other unbleached sulphite chemical wood pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/083.219" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "083.22" , "083.2" , "Sulphite chemical wood pulp, bleached or semi-bleached" ,   ,   ,   ,   ,   ,   , "Pulp treated with chemicals to increase its brightness." ,   , "https://stats.fao.org/classifications/FPCD/v2022/083.22" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "083.221" , "083.22" , "Sulphite chemical wood pulp, bleached or semi-bleached, coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/083.221" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "083.229" , "083.22" , "Other bleached or semi-bleached sulphite chemical wood pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/083.229" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "084." , "08" , "Dissolving wood pulp" ,   ,   ,   ,   ,   ,   , "Chemical pulp (sulphate, soda or sulphite) made from wood of special quality, with a very high alpha-cellulose content (usually 90 % and over). This type of pulp is always bleached and is specially refined or purified to meet requirements of its intended use.  

It is used for making regenerated cellulose, cellulose ethers and esters and products of these materials, such as plates, sheets, film, foil and strip, textile fibres and certain papers (filter paper, vegetable parchment, … )" ,   , "https://stats.fao.org/classifications/FPCD/v2022/084." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "084.1" , "084." , "Sulphate dissolving  wood pulp" ,   ,   ,   ,   ,   ,   , "Dissolving grade wood pulp obtained by use of the sulphate and soda process (description in the group 083.1)." ,   , "https://stats.fao.org/classifications/FPCD/v2022/084.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "084.11" , "084.1" , "Sulphate dissolving  wood pulp, coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/084.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "084.19" , "084.1" , "Other sulphate dissolving  wood pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/084.19" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "084.2" , "084." , "Sulphite dissolving  wood pulp" ,   ,   ,   ,   ,   ,   , "Dissolving grade wood pulp obtained by use of the sulphite process (description in the group 083.2)." ,   , "https://stats.fao.org/classifications/FPCD/v2022/084.2" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "084.21" , "084.2" , "Sulphite dissolving  wood pulp, coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/084.21" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "084.29" , "084.2" , "Other sulphite dissolving  wood pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/084.29" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "09" ,   , "OTHER PULP" ,   ,   ,   ,   ,   ,   , "Includes pulp, except dissolving grades, obtained by any method from fibrous ligno-cellulosic materials, except wood. It may be unbleached or bleached." ,   , "https://stats.fao.org/classifications/FPCD/v2022/09" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "091." , "09" , "Pulp from fibres other than wood" ,   ,   ,   ,   ,   ,   , "Pulp manufactured from fibrous vegetable materials other than wood and used for the manufacture of paper, paperboard, fibreboard and other uses.  

It excludes pulp made from recovered paper.  

It includes pulps made from: straw; bamboo; bagasse; esparto; other reeds or grasses; cotton fibres; flax; hemp; rags; and other textile wastes." ,   , "https://stats.fao.org/classifications/FPCD/v2022/091." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "092." , "09" , "Recovered fibre pulp" ,   ,   ,   ,   ,   ,   , "Pulp manufactured from recovered paper or paperboard and used for the manufacture of paper, paperboard and fibreboard.  

It excludes pulp made from straw; bamboo; bagasse; esparto; other reeds or grasses; cotton fibres; flax; hemp; rags; and other textile wastes. 

It may be unbleached or bleached." ,   , "https://stats.fao.org/classifications/FPCD/v2022/092." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "092.1" , "092." , "Pulps of fibres derived from recovered (waste and scrap) paper or paperboard" ,   ,   ,   ,   ,   ,   , "Pulps of fibres derived from recovered (waste and scrap) paper or paperboard used for the manufacture of paper, paperboard and fibreboard." ,   , "https://stats.fao.org/classifications/FPCD/v2022/092.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "092.11" , "092.1" , "Pulps of fibres derived from recovered (waste and scrap) paper or paperboard, unbleached" ,   ,   ,   ,   ,   ,   , "Pulp not treated with chemicals to increase its brightness." ,   , "https://stats.fao.org/classifications/FPCD/v2022/092.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "092.12" , "092.1" , "Pulps of fibres derived from recovered (waste and scrap) paper or paperboard, bleached" ,   ,   ,   ,   ,   ,   , "Pulp treated with chemicals to increase its brightness." ,   , "https://stats.fao.org/classifications/FPCD/v2022/092.12" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "10" ,   , "RECOVERED PAPER" ,   ,   ,   ,   ,   ,   , "Waste and scraps of paper or paperboard that have been collected for re-use or trade. It includes paper and paperboard that has been used for its original purpose and residues from paper and paperboard production." ,   , "https://stats.fao.org/classifications/FPCD/v2022/10" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "101." , "092." , "Unbleached kraft paper or paperboard or corrugated paper or paperboard" ,   ,   ,   ,   ,   ,   , "Unbleached kraft paper or paperboard or corrugated paper or paperboard" ,   , "https://stats.fao.org/classifications/FPCD/v2022/101." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "102." , "10" , "Other paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass" ,   ,   ,   ,   ,   ,   , "Other paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass" ,   , "https://stats.fao.org/classifications/FPCD/v2022/102." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "103." , "10" , "Paper or paperboard made mainly of mechanical pulp (newspapers, journals and similar)" ,   ,   ,   ,   ,   ,   , "Paper or paperboard made mainly of mechanical pulp (newspapers, journals and similar)" ,   , "https://stats.fao.org/classifications/FPCD/v2022/103." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "109." , "10" , "Other, including unsorted waste and scrap" ,   ,   ,   ,   ,   ,   , "Other, including unsorted waste and scrap" ,   , "https://stats.fao.org/classifications/FPCD/v2022/109." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "11" ,   , "PAPER AND PAPERBOARD" ,   ,   ,   ,   ,   ,   , "The paper and paperboard category is an aggregate category. In the production and trade statistics, it represents the sum of graphic papers; sanitary and household papers; packaging materials and other paper and paperboard.  

It excludes manufactured paper products such as boxes, cartons, books and magazines, etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "111." , "11" , "Graphic papers" ,   ,   ,   ,   ,   ,   , "The graphic papers category is an aggregate category. It represents the sum of newsprint; uncoated mechanical; uncoated woodfree and coated papers. Products in this category are generally manufactured in strips or rolls of a width exceeding 15 cm or in rectangular sheets with one side exceeding 36 cm and the other exceeding 15 cm in the unfolded state. It excludes manufactured paper products such as books and magazines, etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/111." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "111.1" , "111." , "Newsprint" ,   ,   ,   ,   ,   ,   , "Uncoated paper mainly used for printing newspapers. It is made largely from mechanical pulp and/or recovered paper, with or without a small amount of filler. Products in this category are generally manufactured in strips or rolls of a width exceeding 36 cm. Weights usually range from 40 to 52 g/m2 but can be as high as 65 g/m2. Newsprint is machine finished or slightly calendered, white or slightly coloured and is used in reels for letterpress, offset or flexo printing." ,   , "https://stats.fao.org/classifications/FPCD/v2022/111.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "111.2" , "111." , "Uncoated graphic papers" ,   ,   ,   ,   ,   ,   , "Paper and paperboard, except newsprint, that may have been subjected to sizing, calendering, super-calendering, glazing, water marking or similar simple finishing processes, but not to coating." ,   , "https://stats.fao.org/classifications/FPCD/v2022/111.2" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "111.21" , "111.2" , "Uncoated graphic papers, mechanical" ,   ,   ,   ,   ,   ,   , "Paper and paperboard containing 10 % or more fibres obtained by mechanical or thermo-mechanical process." ,   , "https://stats.fao.org/classifications/FPCD/v2022/111.21" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "111.22" , "111.2" , "Uncoated graphic papers, wood free" ,   ,   ,   ,   ,   ,   , "Paper and paperboard not containing 10 % or more fibres obtained by mechanical or thermo-mechanical process." ,   , "https://stats.fao.org/classifications/FPCD/v2022/111.22" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "111.221" , "111.22" , "Uncoated graphic papers, wood free, hand-made paper and paperboard" ,   ,   ,   ,   ,   ,   , "Hand-made paper and paperboard can be made from any paper-making material but mainly are used best grade linen or cotton rags. The term “hand-made” means that moulding the pulp fibres into sheet form is performed by hand." ,   , "https://stats.fao.org/classifications/FPCD/v2022/111.221" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
