authors,doi,C_product,T_product,T_product_simple,C_product_simple,out_subindicator,T_out_sample_size,C_out_mean,C_out_sd,T_out_mean,T_out_sd,T_out_cv,C_out_cv,has_sd,T_out_cv_average,C_out_cv_average,T_out_cv_filled,C_out_cv_filled,lnRR_all_cases,var_all_cases,lnRR_missing_cases,var_missing_cases
Menkir,10.1007/s10681-016-1777-0,Maize,Maize,Maize,Maize,Crop Yield,3,4213,NA,4029,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Menkir,10.1007/s10681-016-1777-0,Maize,Maize,Maize,Maize,Crop Yield,3,4213,NA,3766,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Menkir,10.1007/s10681-016-1777-0,Maize,Maize,Maize,Maize,Crop Yield,3,4213,NA,4245,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Menkir,10.1007/s10681-016-1777-0,Maize,Maize,Maize,Maize,Crop Yield,3,4213,NA,4593,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Menkir,10.1007/s10681-016-1777-0,Maize,Maize,Maize,Maize,Crop Yield,3,4213,NA,4165,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Menkir,10.1007/s10681-016-1777-0,Maize,Maize,Maize,Maize,Crop Yield,3,4213,NA,5089,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Menkir,10.1007/s10681-016-1777-0,Maize,Maize,Maize,Maize,Crop Yield,3,4213,NA,5265,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Menkir,10.1007/s10681-016-1777-0,Maize,Maize,Maize,Maize,Crop Yield,3,4213,NA,4648,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Menkir,10.1007/s10681-016-1777-0,Maize,Maize,Maize,Maize,Crop Yield,3,4213,NA,4754,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Menkir,10.1007/s10681-016-1777-0,Maize,Maize,Maize,Maize,Crop Yield,3,4213,NA,4541,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Menkir,10.1007/s10681-016-1777-0,Maize,Maize,Maize,Maize,Crop Yield,3,4213,NA,4853,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Menkir,10.1007/s10681-016-1777-0,Maize,Maize,Maize,Maize,Crop Yield,3,4213,NA,4586,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Menkir,10.1007/s10681-016-1777-0,Maize,Maize,Maize,Maize,Crop Yield,3,4213,NA,5066,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Menkir,10.1007/s10681-016-1777-0,Maize,Maize,Maize,Maize,Crop Yield,3,4213,NA,4334,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Menkir,10.1007/s10681-016-1777-0,Maize,Maize,Maize,Maize,Crop Yield,3,4213,NA,4596,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Menkir,10.1007/s10681-016-1777-0,Maize,Maize,Maize,Maize,Crop Yield,3,4213,NA,4830,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Menkir,10.1007/s10681-016-1777-0,Maize,Maize,Maize,Maize,Crop Yield,3,4213,NA,4638,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Menkir,10.1007/s10681-016-1777-0,Maize,Maize,Maize,Maize,Crop Yield,3,4213,NA,4770,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Menkir,10.1007/s10681-016-1777-0,Maize,Maize,Maize,Maize,Crop Yield,3,4213,NA,5023,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Menkir,10.1007/s10681-016-1777-0,Maize,Maize,Maize,Maize,Crop Yield,3,4213,NA,4242,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Menkir,10.1007/s10681-016-1777-0,Maize,Maize,Maize,Maize,Crop Yield,3,4213,NA,4475,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ranaivoson,10.1016/j.fcr.2017.11.027,Rice,Rice,Rice,Rice,Crop Yield,4,5,0.39215686274509,4.41176470588235,0.68627450980392,0.1555555555555553,0.078431372549018,TRUE,0.7715770299966477,0.7670739578968402,0.1555555555555553,0.078431372549018,-0.12602922499587235,0.31782828582650785,-0.12741889928704112,0.007606732803798009
Ranaivoson,10.1016/j.fcr.2017.11.027,Rice,Rice,Rice,Rice,Crop Yield,4,5,0.39215686274509,4.90196078431372,0.68627450980392,0.13999999999999985,0.078431372549018,TRUE,0.7715770299966477,0.7670739578968402,0.13999999999999985,0.078431372549018,-0.020668709338046445,0.31782828582650785,-0.021483692271190527,0.006451057572126016
Ranaivoson,10.1016/j.fcr.2017.11.027,Rice,Rice,Rice,Rice,Crop Yield,4,5,0.39215686274509,5.98039215686274,0.29411764705882,0.04918032786885191,0.078431372549018,TRUE,0.7715770299966477,0.7670739578968402,0.04918032786885191,0.078431372549018,0.17818214940711896,0.31782828582650785,0.1795148283928139,0.0021439115510786103
Ranaivoson,10.1016/j.fcr.2017.11.027,Rice,Rice,Rice,Rice,Crop Yield,4,5,0.39215686274509,5.29411764705882,0.0980392156862706,0.018518518518517792,0.078431372549018,TRUE,0.7715770299966477,0.7670739578968402,0.018518518518517792,0.078431372549018,0.05629233179808244,0.31782828582650785,0.057884481923923266,0.0016247901293054627
Ranaivoson,10.1016/j.fcr.2017.11.027,Rice,Rice,Rice,Rice,Crop Yield,4,5,0.39215686274509,5,0.1960784313725404,0.03921568627450808,0.078431372549018,TRUE,0.7715770299966477,0.7670739578968402,0.03921568627450808,0.078431372549018,-8.660820418655568e-4,0.31782828582650785,5.767012687427765e-4,0.0019235939922552698
Ranaivoson,10.1016/j.fcr.2017.11.027,Rice,Rice,Rice,Rice,Crop Yield,4,5,0.39215686274509,5.78431372549019,0.3921568627451,0.06779661016949194,0.078431372549018,TRUE,0.7715770299966477,0.7670739578968402,0.06779661016949194,0.078431372549018,0.14484572913952706,0.31782828582650785,0.14590619866257373,0.002688807869504736
Ranaivoson,10.1016/j.fcr.2017.11.027,Rice,Rice,Rice,Rice,Crop Yield,4,5,0.39215686274509,7.45098039215686,0.68627450980392,0.09210526315789457,0.078431372549018,TRUE,0.7715770299966477,0.7670739578968402,0.09210526315789457,0.078431372549018,0.3980416255201395,0.31782828582650785,0.3986162201493223,0.0036621464389649206
Ranaivoson,10.1016/j.fcr.2017.11.027,Rice,Rice,Rice,Rice,Crop Yield,4,5,0.39215686274509,8.33333333333333,0.78431372549019,0.09411764705882283,0.078431372549018,TRUE,0.7715770299966477,0.7670739578968402,0.09411764705882283,0.078431372549018,0.5099595417241247,0.31782828582650785,0.5104872923549945,0.0037560375220188355
Ranaivoson,10.1016/j.fcr.2017.11.027,Rice,Rice,Rice,Rice,Crop Yield,4,2.54901960784313,0.29411764705883,2.64705882352941,0.58823529411764,0.2222222222222197,0.11538461538461825,TRUE,0.7715770299966477,0.7670739578968402,0.2222222222222197,0.11538461538461825,0.036874245940983694,0.31782828582650785,0.03323168966010859,0.015755828405505278
Ranaivoson,10.1016/j.fcr.2017.11.027,Rice,Rice,Rice,Rice,Crop Yield,4,2.54901960784313,0.29411764705883,1.86274509803921,0.3921568627451,0.21052631578947537,0.11538461538461825,TRUE,0.7715770299966477,0.7670739578968402,0.21052631578947537,0.11538461538461825,-0.3145236408969074,0.31782828582650785,-0.317533523876596,0.014475660791152162
Ranaivoson,10.1016/j.fcr.2017.11.027,Rice,Rice,Rice,Rice,Crop Yield,4,2.54901960784313,0.29411764705883,2.84313725490196,0.58823529411764,0.20689655172413549,0.11538461538461825,TRUE,0.7715770299966477,0.7670739578968402,0.20689655172413549,0.11538461538461825,0.10833320992312905,0.31782828582650785,0.1055127202590094,0.014092748817884655
Ranaivoson,10.1016/j.fcr.2017.11.027,Rice,Rice,Rice,Rice,Crop Yield,4,2.54901960784313,0.29411764705883,5.29411764705882,0.98039215686274,0.18518518518518434,0.11538461538461825,TRUE,0.7715770299966477,0.7670739578968402,0.18518518518518434,0.11538461538461825,0.730021426500929,0.31782828582650785,0.7282650156247178,0.01194408119367952
Ranaivoson,10.1016/j.fcr.2017.11.027,Rice,Rice,Rice,Rice,Crop Yield,4,2.54901960784313,0.29411764705883,3.0392156862745,0.29411764705883,0.09677419354838954,0.11538461538461825,TRUE,0.7715770299966477,0.7670739578968402,0.09677419354838954,0.11538461538461825,0.17502458442179825,0.31782828582650785,0.1763842120799782,0.00567799350117088
Ranaivoson,10.1016/j.fcr.2017.11.027,Rice,Rice,Rice,Rice,Crop Yield,4,2.54901960784313,0.29411764705883,1.76470588235294,0.29411764705882,0.16666666666666477,0.11538461538461825,TRUE,0.7715770299966477,0.7670739578968402,0.16666666666666477,0.11538461538461825,-0.3685908621671807,0.31782828582650785,-0.36953280116410525,0.010302498596787215
Ranaivoson,10.1016/j.fcr.2017.11.027,Rice,Rice,Rice,Rice,Crop Yield,4,2.54901960784313,0.29411764705883,3.72549019607843,0.68627450980392,0.18421052631578913,0.11538461538461825,TRUE,0.7715770299966477,0.7670739578968402,0.18421052631578913,0.11538461538461825,0.3786235396630407,0.31782828582650785,0.37691213313764577,0.011853304863289213
Ranaivoson,10.1016/j.fcr.2017.11.027,Rice,Rice,Rice,Rice,Crop Yield,4,2.54901960784313,0.29411764705883,6.37254901960784,1.56862745098039,0.24615384615384592,0.11538461538461825,TRUE,0.7715770299966477,0.7670739578968402,0.24615384615384592,0.11538461538461825,0.9154246498322918,0.31782828582650785,0.910380968560548,0.01859660036850964
Rakotoson,10.1016/j.fcr.2017.07.023,Rice,Rice,Rice,Rice,Crop Yield,6,5187.736,NA,6258.229,NA,NA,NA,FALSE,0.7715770299966477,0.7670739578968402,0.7715770299966477,0.7670739578968402,0.18702247121212023,0.20701999203966853,0.18702247121212023,0.20701999203966853
Rakotoson,10.1016/j.fcr.2017.07.023,Rice,Rice,Rice,Rice,Crop Yield,6,5808.615,NA,5956.145,NA,NA,NA,FALSE,0.7715770299966477,0.7670739578968402,0.7715770299966477,0.7670739578968402,0.024503911349169256,0.20701999203966853,0.024503911349169256,0.20701999203966853
Rakotoson,10.1016/j.fcr.2017.07.023,Rice,Rice,Rice,Rice,Crop Yield,6,3620.275,NA,4847.035,NA,NA,NA,FALSE,0.7715770299966477,0.7670739578968402,0.7715770299966477,0.7670739578968402,0.29123979996750365,0.20701999203966853,0.29123979996750365,0.20701999203966853
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,940.774487471526,87.699316628697,1128.13211845102,55.808656036445,0.049469964664309876,0.09322033898304599,TRUE,0.0735582643328045,0.10528363887927783,0.049469964664309876,0.09322033898304599,0.18445200579962712,0.016571536017520906,0.18473646971573637,0.011178061911953354
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,940.774487471526,87.699316628697,566.059225512528,49.8291571753985,0.08802816901408435,0.09322033898304599,TRUE,0.0735582643328045,0.10528363887927783,0.08802816901408435,0.09322033898304599,-0.5051678342423462,0.016571536017520906,-0.5075342108942791,0.016506771643918797
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,940.774487471526,87.699316628697,1199.88610478359,85.70615034169,0.07142857142857559,0.09322033898304599,TRUE,0.0735582643328045,0.10528363887927783,0.07142857142857559,0.09322033898304599,0.24611537290526217,0.016571536017520906,0.24507245511515188,0.013842846151292354
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,940.774487471526,87.699316628697,566.059225512528,45.8428246013665,0.08098591549295739,0.09322033898304599,TRUE,0.0735582643328045,0.10528363887927783,0.08098591549295739,0.09322033898304599,-0.5051678342423462,0.016571536017520906,-0.5069390908784092,0.015308016827187047
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,940.774487471526,87.699316628697,1179.95444191343,79.7266514806401,0.06756756756757006,0.09322033898304599,TRUE,0.0735582643328045,0.10528363887927783,0.06756756756757006,0.09322033898304599,0.22936456248044604,0.016571536017520906,0.22858997700500025,0.013303587441582046
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,940.774487471526,87.699316628697,621.867881548974,47.835990888383,0.07692307692307755,0.09322033898304599,TRUE,0.0735582643328045,0.10528363887927783,0.07692307692307755,0.09322033898304599,-0.4111388845940706,0.016571536017520906,-0.4125893618576742,0.014662456077865491
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,940.774487471526,87.699316628697,1100.2277904328,79.7266514806351,0.07246376811593969,0.09322033898304599,TRUE,0.0735582643328045,0.10528363887927783,0.07246376811593969,0.09322033898304599,0.1594059738735423,0.016571536017520906,0.15828857764681525,0.013992574102648057
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,940.774487471526,87.699316628697,570.04555808656,53.8154897494305,0.09440559440559441,0.09322033898304599,TRUE,0.0735582643328045,0.10528363887927783,0.09440559440559441,0.09322033898304599,-0.49815026158369935,0.016571536017520906,-0.5010983670931829,0.017679921761544943
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,940.774487471526,87.699316628697,1299.54441913439,83.7129840546701,0.06441717791411106,0.09322033898304599,TRUE,0.0735582643328045,0.10528363887927783,0.06441717791411106,0.09322033898304599,0.32590248952309675,0.016571536017520906,0.3253358057359409,0.012885972212392212
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,940.774487471526,87.699316628697,908.88382687927,83.71298405467,0.09210526315789518,0.09322033898304599,TRUE,0.0735582643328045,0.10528363887927783,0.09210526315789518,0.09322033898304599,-0.031649262889166516,0.016571536017520906,-0.03438285002180579,0.01724715328998688
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,940.774487471526,87.699316628697,1482.91571753986,91.685649202735,0.061827956989248464,0.09322033898304599,TRUE,0.0735582643328045,0.10528363887927783,0.061827956989248464,0.09322033898304599,0.45789896242953826,0.016571536017520906,0.45749571691485935,0.01255779269355285
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,940.774487471526,87.699316628697,873.006833712984,61.788154897494,0.07077625570776222,0.09322033898304599,TRUE,0.0735582643328045,0.10528363887927783,0.07077625570776222,0.09322033898304599,-0.07192316202710543,0.016571536017520906,-0.07291969859505743,0.013749614731634186
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,940.774487471526,87.699316628697,1307.51708428246,75.740318906605,0.05792682926829198,0.09322033898304599,TRUE,0.0735582643328045,0.10528363887927783,0.05792682926829198,0.09322033898304599,0.3320187165405376,0.016571536017520906,0.33184906038405193,0.012088937222808427
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,940.774487471526,87.699316628697,801.252847380409,47.835990888383,0.059701492537313904,0.09322033898304599,TRUE,0.0735582643328045,0.10528363887927783,0.059701492537313904,0.09322033898304599,-0.1576899837845317,0.016571536017520906,-0.15796401527206988,0.012298410139843069
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,940.774487471526,87.699316628697,1044.41913439635,75.740318906605,0.07251908396946513,0.09322033898304599,TRUE,0.0735582643328045,0.10528363887927783,0.07251908396946513,0.09322033898304599,0.10734961191748564,0.016571536017520906,0.10622820576565374,0.014000636097231635
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,940.774487471526,87.699316628697,661.731207289293,63.7813211845105,0.0963855421686752,0.09322033898304599,TRUE,0.0735582643328045,0.10528363887927783,0.0963855421686752,0.09322033898304599,-0.34900710348706404,0.016571536017520906,-0.35214408723858553,0.01806111631863058
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,390.660592255125,45.8428246013665,1128.13211845102,55.808656036445,0.049469964664309876,0.11734693877550968,TRUE,0.0735582643328045,0.10528363887927783,0.049469964664309876,0.11734693877550968,1.0633163321546655,0.016571536017520906,1.0661409322907094,0.016315386663893865
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,390.660592255125,45.8428246013665,566.059225512528,49.8291571753985,0.08802816901408435,0.11734693877550968,TRUE,0.0735582643328045,0.10528363887927783,0.08802816901408435,0.11734693877550968,0.37369649211269246,0.016571536017520906,0.3738702516806942,0.02164409639585931
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,390.660592255125,45.8428246013665,1199.88610478359,85.70615034169,0.07142857142857559,0.11734693877550968,TRUE,0.0735582643328045,0.10528363887927783,0.07142857142857559,0.11734693877550968,1.1249796992603007,0.016571536017520906,1.126476917690125,0.018980170903232865
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,390.660592255125,45.8428246013665,566.059225512528,45.8428246013665,0.08098591549295739,0.11734693877550968,TRUE,0.0735582643328045,0.10528363887927783,0.08098591549295739,0.11734693877550968,0.37369649211269246,0.016571536017520906,0.37446537169656413,0.020445341579127557
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,390.660592255125,45.8428246013665,1179.95444191343,79.7266514806401,0.06756756756757006,0.11734693877550968,TRUE,0.0735582643328045,0.10528363887927783,0.06756756756757006,0.11734693877550968,1.1082288888354848,0.016571536017520906,1.1099944395799737,0.018440912193522552
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,390.660592255125,45.8428246013665,621.867881548974,47.835990888383,0.07692307692307755,0.11734693877550968,TRUE,0.0735582643328045,0.10528363887927783,0.07692307692307755,0.11734693877550968,0.46772544176096803,0.016571536017520906,0.46881510071729904,0.019799780829806
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,390.660592255125,45.8428246013665,1100.2277904328,79.7266514806351,0.07246376811593969,0.11734693877550968,TRUE,0.0735582643328045,0.10528363887927783,0.07246376811593969,0.11734693877550968,1.0382703002285807,0.016571536017520906,1.0396930402217883,0.01912989885458857
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,390.660592255125,45.8428246013665,570.04555808656,53.8154897494305,0.09440559440559441,0.11734693877550968,TRUE,0.0735582643328045,0.10528363887927783,0.09440559440559441,0.11734693877550968,0.3807140647713394,0.016571536017520906,0.38030609548179045,0.022817246513485455
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,390.660592255125,45.8428246013665,1299.54441913439,83.7129840546701,0.06441717791411106,0.11734693877550968,TRUE,0.0735582643328045,0.10528363887927783,0.06441717791411106,0.11734693877550968,1.2047668158781353,0.016571536017520906,1.206740268310914,0.018023296964332726
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,390.660592255125,45.8428246013665,908.88382687927,83.71298405467,0.09210526315789518,0.11734693877550968,TRUE,0.0735582643328045,0.10528363887927783,0.09210526315789518,0.11734693877550968,0.8472150634658722,0.016571536017520906,0.8470216125531674,0.022384478041927388
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,390.660592255125,45.8428246013665,1482.91571753986,91.685649202735,0.061827956989248464,0.11734693877550968,TRUE,0.0735582643328045,0.10528363887927783,0.061827956989248464,0.11734693877550968,1.3367632887845768,0.016571536017520906,1.3389001794898325,0.01769511744549336
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,390.660592255125,45.8428246013665,873.006833712984,61.788154897494,0.07077625570776222,0.11734693877550968,TRUE,0.0735582643328045,0.10528363887927783,0.07077625570776222,0.11734693877550968,0.8069411643279334,0.016571536017520906,0.808484763979916,0.018886939483574696
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,390.660592255125,45.8428246013665,1307.51708428246,75.740318906605,0.05792682926829198,0.11734693877550968,TRUE,0.0735582643328045,0.10528363887927783,0.05792682926829198,0.11734693877550968,1.2108830428955761,0.016571536017520906,1.213253522959025,0.017226261974748937
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,390.660592255125,45.8428246013665,801.252847380409,47.835990888383,0.059701492537313904,0.11734693877550968,TRUE,0.0735582643328045,0.10528363887927783,0.059701492537313904,0.11734693877550968,0.7211743425705072,0.016571536017520906,0.7234404473029036,0.017435734891783575
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,390.660592255125,45.8428246013665,1044.41913439635,75.740318906605,0.07251908396946513,0.11734693877550968,TRUE,0.0735582643328045,0.10528363887927783,0.07251908396946513,0.11734693877550968,0.9862139382725243,0.016571536017520906,0.987632668340627,0.019137960849172148
Pincus,10.1016/j.agee.2016.03.033,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Ethiopian Eggplant,Crop Yield,1,390.660592255125,45.8428246013665,661.731207289293,63.7813211845105,0.0963855421686752,0.11734693877550968,TRUE,0.0735582643328045,0.10528363887927783,0.0963855421686752,0.11734693877550968,0.5298572228679745,0.016571536017520906,0.5292603753363877,0.02319844107057109
Ojiem,10.1016/j.fcr.2014.08.004,Maize,Maize,Maize,Maize,Crop Yield,2,1.91,NA,2.04,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ojiem,10.1016/j.fcr.2014.08.004,Maize,Maize,Maize,Maize,Crop Yield,2,1.91,NA,2.49,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ojiem,10.1016/j.fcr.2014.08.004,Maize,Maize,Maize,Maize,Crop Yield,2,2.06,NA,3.42,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ojiem,10.1016/j.fcr.2014.08.004,Maize,Maize,Maize,Maize,Crop Yield,2,2.06,NA,4.09,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ojiem,10.1016/j.fcr.2014.08.004,Maize,Maize,Maize,Maize,Crop Yield,2,2.06,NA,3.2,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ojiem,10.1016/j.fcr.2014.08.004,Maize,Maize,Maize,Maize,Crop Yield,2,2.06,NA,6.32,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ojiem,10.1016/j.fcr.2014.08.004,Maize,Maize,Maize,Maize,Crop Yield,2,2.06,NA,5.17,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ojiem,10.1016/j.fcr.2014.08.004,Maize,Maize,Maize,Maize,Crop Yield,2,2.06,NA,6.11,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ojiem,10.1016/j.fcr.2014.08.004,Maize,Maize,Maize,Maize,Crop Yield,2,2.06,NA,6.9,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ojiem,10.1016/j.fcr.2014.08.004,Maize,Maize,Maize,Maize,Crop Yield,2,2.06,NA,4.85,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ojiem,10.1016/j.fcr.2014.08.004,Maize,Maize,Maize,Maize,Crop Yield,2,2.06,NA,4.5,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ojiem,10.1016/j.fcr.2014.08.004,Maize,Maize,Maize,Maize,Crop Yield,2,2.06,NA,4.9,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ojiem,10.1016/j.fcr.2014.08.004,Maize,Maize,Maize,Maize,Crop Yield,2,2.06,NA,7.24,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ojiem,10.1016/j.fcr.2014.08.004,Maize,Maize,Maize,Maize,Crop Yield,2,1.33,NA,1.42,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ojiem,10.1016/j.fcr.2014.08.004,Maize,Maize,Maize,Maize,Crop Yield,2,1.33,NA,1.93,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ojiem,10.1016/j.fcr.2014.08.004,Maize,Maize,Maize,Maize,Crop Yield,2,1.23,NA,2.38,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ojiem,10.1016/j.fcr.2014.08.004,Maize,Maize,Maize,Maize,Crop Yield,2,1.23,NA,3.18,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ojiem,10.1016/j.fcr.2014.08.004,Maize,Maize,Maize,Maize,Crop Yield,2,1.23,NA,3.23,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ojiem,10.1016/j.fcr.2014.08.004,Maize,Maize,Maize,Maize,Crop Yield,2,1.23,NA,5.29,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ojiem,10.1016/j.fcr.2014.08.004,Maize,Maize,Maize,Maize,Crop Yield,2,1.23,NA,4.17,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ojiem,10.1016/j.fcr.2014.08.004,Maize,Maize,Maize,Maize,Crop Yield,2,1.23,NA,5.35,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
